date,ticker,close
2020-10-27,ACIC,4.18790467251228
2020-10-28,ACIC,4.04533770493739
2020-10-29,ACIC,4.00969596304367
2020-10-30,ACIC,3.91168117283593
2020-11-02,ACIC,4.14335249514513
2020-11-03,ACIC,4.34829251103402
2020-11-04,ACIC,4.223546414406
2020-11-05,ACIC,4.18790467251228
2020-11-06,ACIC,3.88494986641564
2020-11-09,ACIC,4.33047164008716
2020-11-10,ACIC,4.6334264461838
2020-11-11,ACIC,4.29482989819344
2020-11-12,ACIC,4.07206901135768
2020-11-12,PMVC,9.7
2020-11-13,ACIC,3.96514378567652
2020-11-13,ASPL,96.5
2020-11-13,PMVC,9.67
2020-11-16,ACIC,4.12553162419826
2020-11-16,ASPL,97.0
2020-11-16,PMVC,9.67
2020-11-17,ACIC,4.08097944683111
2020-11-17,ASPL,97.45
2020-11-17,PMVC,9.68
2020-11-18,ACIC,3.98296465662338
2020-11-18,ASPL,99.161
2020-11-18,PMVC,9.68
2020-11-19,ACIC,4.14335249514513
2020-11-19,ASPL,99.2
2020-11-19,PMVC,9.715
2020-11-20,ACIC,4.19681510798571
2020-11-20,ASPL,96.52
2020-11-20,PMVC,9.7
2020-11-23,ACIC,4.15168806381382
2020-11-23,ASPL,97.0
2020-11-23,PMVC,9.74
2020-11-24,ACIC,4.36829787583889
2020-11-24,ASPL,98.5
2020-11-24,PMVC,9.74
2020-11-25,ACIC,4.27804378749511
2020-11-25,ASPL,98.8
2020-11-25,PMVC,9.75
2020-11-27,ACIC,4.53075523485769
2020-11-27,ASPL,98.5
2020-11-27,PMVC,9.77
2020-11-30,ACIC,3.99825611362939
2020-11-30,ASPL,99.05
2020-11-30,PMVC,9.77
2020-12-01,ACIC,3.96215447829188
2020-12-01,ASPL,100.6
2020-12-01,PMVC,9.73
2020-12-02,ACIC,4.08851020197317
2020-12-02,ASPL,97.8
2020-12-02,PMVC,9.72
2020-12-03,ACIC,4.07045938430442
2020-12-03,ASPL,98.5
2020-12-03,PMVC,9.775
2020-12-04,ACIC,4.27804378749511
2020-12-04,ASPL,98.85
2020-12-04,PMVC,9.77
2020-12-07,ACIC,4.09753561080755
2020-12-07,ASPL,99.007
2020-12-07,PMVC,9.79
2020-12-08,ACIC,4.13363724614506
2020-12-08,ASPL,98.2
2020-12-08,PMVC,9.9
2020-12-09,ACIC,4.12461183731068
2020-12-09,ASPL,98.6
2020-12-09,PMVC,9.81
2020-12-10,ACIC,4.19681510798571
2020-12-10,ASPL,98.576
2020-12-10,PMVC,9.85
2020-12-11,ACIC,4.16973888148257
2020-12-11,ASPL,99.4
2020-12-11,PMVC,9.96
2020-12-14,ACIC,4.58490768786395
2020-12-14,ASPL,98.4
2020-12-14,PMVC,9.88
2020-12-15,ACIC,4.73833963804838
2020-12-15,ASPL,99.5
2020-12-15,PMVC,10.05
2020-12-16,ACIC,4.57588227902958
2020-12-16,ASPL,100.1
2020-12-16,PMVC,9.96
2020-12-17,ACIC,4.55783146136082
2020-12-17,ASPL,100.0
2020-12-17,PMVC,10.0
2020-12-18,ACIC,4.62100932320147
2020-12-18,ASPL,100.0
2020-12-18,PMVC,9.96
2020-12-21,ACIC,4.53978064369207
2020-12-21,ASPL,99.5
2020-12-21,PMVC,10.01
2020-12-22,ACIC,4.66613636737336
2020-12-22,ASPL,100.3
2020-12-22,PMVC,10.03
2020-12-23,ACIC,5.01812731191409
2020-12-23,ASPL,99.9
2020-12-23,PMVC,10.08
2020-12-24,ACIC,5.48744857130174
2020-12-24,ASPL,100.2
2020-12-24,PMVC,10.06
2020-12-28,ACIC,4.96397485890783
2020-12-28,ASPL,100.5
2020-12-28,PMVC,10.0599
2020-12-29,ACIC,5.20766089743603
2020-12-29,ASPL,100.6
2020-12-29,PMVC,10.12
2020-12-30,ACIC,5.09033058258911
2020-12-30,ASPL,101.8
2020-12-30,PMVC,10.08
2020-12-31,ACIC,5.16253385326414
2020-12-31,ASPL,99.7
2020-12-31,PMVC,10.15
2021-01-04,ACIC,5.16253385326414
2021-01-04,ASPL,100.8
2021-01-04,PMVC,10.05
2021-01-05,ACIC,5.14448303559538
2021-01-05,ASPL,101.05
2021-01-05,PMVC,10.16
2021-01-06,ACIC,5.52355020663925
2021-01-06,ASPL,100.7
2021-01-06,PMVC,10.17
2021-01-07,ACIC,5.62282970381741
2021-01-07,ASPL,101.35
2021-01-07,PMVC,10.135
2021-01-08,ACIC,5.34304202995169
2021-01-08,ASPL,101.8
2021-01-08,PMVC,10.1
2021-01-11,ACIC,5.24376253277354
2021-01-11,ASPL,102.4
2021-01-11,PMVC,10.27
2021-01-12,ACIC,5.36109284762045
2021-01-12,ASPL,102.2
2021-01-12,PMVC,10.29
2021-01-13,ACIC,5.19863548860165
2021-01-13,ASPL,102.5
2021-01-13,PMVC,10.31
2021-01-14,ACIC,5.21668630627041
2021-01-14,ASPL,103.6
2021-01-14,PMVC,10.32
2021-01-15,ACIC,5.17155926209852
2021-01-15,ASPL,101.6
2021-01-15,PMVC,10.3
2021-01-19,ACIC,5.18961007976727
2021-01-19,ASPL,101.7
2021-01-19,PMVC,10.25
2021-01-20,ACIC,5.135457626761
2021-01-20,ASPL,102.1
2021-01-20,PMVC,10.2998
2021-01-21,ACIC,5.11740680909225
2021-01-21,ASPL,102.45
2021-01-21,PMVC,10.29
2021-01-22,ACIC,5.12643221792663
2021-01-22,ASPL,102.4
2021-01-22,PMVC,10.32
2021-01-25,ACIC,5.28888957694543
2021-01-25,ASPL,102.9
2021-01-25,PMVC,10.17
2021-01-26,ACIC,5.09033058258911
2021-01-26,ASPL,109.0
2021-01-26,PMVC,10.19
2021-01-27,ACIC,4.74736504688276
2021-01-27,ASPL,104.0
2021-01-27,PMVC,10.32
2021-01-28,ACIC,4.68418718504211
2021-01-28,ASPL,105.0
2021-01-28,PMVC,10.55
2021-01-29,ACIC,4.58490768786395
2021-01-29,ASPL,105.3
2021-01-29,PMVC,10.3
2021-02-01,ACIC,4.73833963804838
2021-02-01,ASPL,111.0
2021-02-01,PMVC,10.34
2021-02-02,ACIC,4.80151749988902
2021-02-02,ASPL,113.4
2021-02-02,PMVC,10.45
2021-02-03,ACIC,4.83761913522653
2021-02-03,ASPL,112.6
2021-02-03,PMVC,10.41
2021-02-04,ACIC,5.02715272074847
2021-02-04,ASPL,108.6
2021-02-04,PMVC,10.46
2021-02-05,ACIC,5.00007649424534
2021-02-05,ASPL,106.8
2021-02-05,PMVC,10.5
2021-02-08,ACIC,5.18058467093289
2021-02-08,ASPL,108.5
2021-02-08,PMVC,10.32
2021-02-09,ACIC,5.135457626761
2021-02-09,ASPL,111.8
2021-02-09,PMVC,10.48
2021-02-10,ACIC,5.15350844442976
2021-02-10,ASPL,110.8
2021-02-10,PMVC,10.6
2021-02-11,ACIC,5.39719448295796
2021-02-11,ASPL,109.1
2021-02-11,PMVC,10.48
2021-02-12,ACIC,5.46037234479861
2021-02-12,ASPL,107.3
2021-02-12,PMVC,10.36
2021-02-16,ACIC,5.49647398013612
2021-02-16,ASPL,109.1
2021-02-16,PMVC,10.3396
2021-02-17,ACIC,5.36109284762045
2021-02-17,ASPL,110.2
2021-02-17,PMVC,10.3
2021-02-18,ACIC,5.20766089743603
2021-02-18,ASPL,108.4
2021-02-18,PMVC,10.36
2021-02-19,ACIC,5.30694039461418
2021-02-19,ASPL,110.3
2021-02-19,PMVC,10.44
2021-02-22,ACIC,5.12643221792663
2021-02-22,ASPL,109.0
2021-02-22,PMVC,10.3201
2021-02-23,ACIC,5.07227976492036
2021-02-23,ASPL,110.6
2021-02-23,PMVC,10.24
2021-02-24,ACIC,5.40621989179234
2021-02-24,ASPL,107.8
2021-02-24,PMVC,10.35
2021-02-25,ACIC,5.8304141070081
2021-02-25,ASPL,108.0
2021-02-25,PMVC,10.2
2021-02-26,ACIC,5.61380429498303
2021-02-26,ASPL,109.3
2021-02-26,PMVC,10.22
2021-03-01,ACIC,6.39901486357391
2021-03-01,ASPL,112.8
2021-03-01,PMVC,10.12
2021-03-02,ACIC,6.45362949967838
2021-03-02,ASPL,106.7
2021-03-02,PMVC,10.1
2021-03-03,ACIC,6.38991242422316
2021-03-03,ASPL,106.1
2021-03-03,PMVC,10.02
2021-03-04,ACIC,6.08953192564857
2021-03-04,ASPL,106.3
2021-03-04,PMVC,9.9
2021-03-05,ACIC,6.51734657513359
2021-03-05,ASPL,107.3
2021-03-05,PMVC,9.91
2021-03-08,ACIC,7.12721001163352
2021-03-08,ASPL,103.0
2021-03-08,PMVC,9.98
2021-03-09,ACIC,6.83593195240968
2021-03-09,ASPL,105.0
2021-03-09,PMVC,9.94
2021-03-10,ACIC,7.12721001163352
2021-03-10,ASPL,106.6
2021-03-10,PMVC,9.935
2021-03-11,ACIC,7.09990269358129
2021-03-11,ASPL,105.5
2021-03-11,PMVC,10.02
2021-03-12,ACIC,7.17272220838725
2021-03-12,ASPL,104.9
2021-03-12,PMVC,9.95
2021-03-15,ACIC,7.25464416254396
2021-03-15,ASPL,106.0
2021-03-15,PMVC,9.89
2021-03-16,ACIC,6.73580511955148
2021-03-16,ASPL,105.3
2021-03-16,PMVC,9.94
2021-03-17,ACIC,6.78131731630521
2021-03-17,ASPL,103.7
2021-03-17,PMVC,9.88
2021-03-18,ACIC,6.92695634591713
2021-03-18,ASPL,102.7
2021-03-18,PMVC,9.91
2021-03-19,ACIC,6.83593195240968
2021-03-19,ASPL,102.5
2021-03-19,CSTAF,9.73
2021-03-19,PMVC,10.0
2021-03-22,ACIC,6.83593195240968
2021-03-22,ASPL,102.7
2021-03-22,BLUAF,9.71
2021-03-22,CSTAF,9.68
2021-03-22,PMVC,9.9
2021-03-23,ACIC,6.72670268020073
2021-03-23,ASPL,101.1
2021-03-23,BLUAF,9.57
2021-03-23,CSTAF,9.8
2021-03-23,PMVC,9.85
2021-03-24,ACIC,6.53555145383508
2021-03-24,ASPL,100.0
2021-03-24,BLUAF,9.62
2021-03-24,CSTAF,9.63
2021-03-24,PMVC,9.63
2021-03-25,ACIC,6.51734657513359
2021-03-25,ASPL,101.5
2021-03-25,BLUAF,9.65
2021-03-25,CSTAF,9.66
2021-03-25,PMVC,9.63
2021-03-26,ACIC,6.5992685292903
2021-03-26,ASPL,100.3
2021-03-26,BLUAF,9.8
2021-03-26,CSTAF,9.9
2021-03-26,PMVC,9.89
2021-03-26,PUCK,9.6
2021-03-29,ACIC,6.4991416964321
2021-03-29,ASPL,99.3
2021-03-29,BLUAF,9.8
2021-03-29,CSTAF,9.75
2021-03-29,PMVC,9.84
2021-03-29,PUCK,9.6
2021-03-30,ACIC,6.59016608993956
2021-03-30,ASPL,99.1
2021-03-30,BLUAF,9.76
