date,ticker,volume
2021-02-10,ACIC,61200
2021-02-10,ASPL,0
2021-02-10,PMVC,10036
2021-02-11,ACIC,80900
2021-02-11,ASPL,0
2021-02-11,PMVC,2430
2021-02-12,ACIC,144500
2021-02-12,ASPL,0
2021-02-12,PMVC,2566
2021-02-16,ACIC,131000
2021-02-16,ASPL,0
2021-02-16,PMVC,15678
2021-02-17,ACIC,78500
2021-02-17,ASPL,0
2021-02-17,PMVC,23795
2021-02-18,ACIC,65000
2021-02-18,ASPL,0
2021-02-18,PMVC,13852
2021-02-19,ACIC,238500
2021-02-19,ASPL,0
2021-02-19,PMVC,28000
2021-02-22,ACIC,214700
2021-02-22,ASPL,0
2021-02-22,PMVC,5660
2021-02-23,ACIC,95100
2021-02-23,ASPL,0
2021-02-23,PMVC,7096
2021-02-24,ACIC,197200
2021-02-24,ASPL,0
2021-02-24,PMVC,49875
2021-02-25,ACIC,260000
2021-02-25,ASPL,0
2021-02-25,PMVC,24428
2021-02-26,ACIC,205500
2021-02-26,ASPL,0
2021-02-26,PMVC,16430
2021-03-01,ACIC,235000
2021-03-01,ASPL,0
2021-03-01,PMVC,13829
2021-03-02,ACIC,160900
2021-03-02,ASPL,0
2021-03-02,PMVC,10674
2021-03-03,ACIC,157000
2021-03-03,ASPL,0
2021-03-03,PMVC,18224
2021-03-04,ACIC,232300
2021-03-04,ASPL,0
2021-03-04,PMVC,684695
2021-03-05,ACIC,178300
2021-03-05,ASPL,0
2021-03-05,PMVC,3763
2021-03-08,ACIC,292500
2021-03-08,ASPL,0
2021-03-08,PMVC,6186
2021-03-09,ACIC,134400
2021-03-09,ASPL,0
2021-03-09,PMVC,12161
2021-03-10,ACIC,115400
2021-03-10,ASPL,0
2021-03-10,PMVC,25500
2021-03-11,ACIC,123000
2021-03-11,ASPL,0
2021-03-11,PMVC,8859
2021-03-12,ACIC,114100
2021-03-12,ASPL,0
2021-03-12,PMVC,85179
2021-03-15,ACIC,121100
2021-03-15,ASPL,0
2021-03-15,PMVC,2291
2021-03-16,ACIC,90700
2021-03-16,ASPL,0
2021-03-16,PMVC,3835
2021-03-17,ACIC,114600
2021-03-17,ASPL,0
2021-03-17,PMVC,4085
2021-03-18,ACIC,113500
2021-03-18,ASPL,0
2021-03-18,PMVC,203802
2021-03-19,ACIC,363800
2021-03-19,ASPL,0
2021-03-19,CSTAF,9543
2021-03-19,PMVC,970
2021-03-22,ACIC,130500
2021-03-22,ASPL,0
2021-03-22,BLUAF,29706
2021-03-22,CSTAF,11825
2021-03-22,PMVC,1042
2021-03-23,ACIC,77500
2021-03-23,ASPL,0
2021-03-23,BLUAF,32399
2021-03-23,CSTAF,19827
2021-03-23,PMVC,29205
2021-03-24,ACIC,120100
2021-03-24,ASPL,0
2021-03-24,BLUAF,15004
2021-03-24,CSTAF,27702
2021-03-24,PMVC,19712
2021-03-25,ACIC,98900
2021-03-25,ASPL,0
2021-03-25,BLUAF,38745
2021-03-25,CSTAF,45828
2021-03-25,PMVC,0
2021-03-26,ACIC,75900
2021-03-26,ASPL,0
2021-03-26,BLUAF,305
2021-03-26,CSTAF,5204
2021-03-26,JWSMF,20200
2021-03-26,PMVC,49228
2021-03-26,PUCK,22700
2021-03-29,ACIC,113600
2021-03-29,ASPL,0
2021-03-29,BLUAF,0
2021-03-29,CSTAF,7302
2021-03-29,JWSMF,4800
2021-03-29,PMVC,5704
2021-03-29,PUCK,5500
2021-03-30,ACIC,57600
2021-03-30,ASPL,0
2021-03-30,BLUAF,64559
2021-03-30,CSTAF,5002
2021-03-30,JWSMF,127900
2021-03-30,PMVC,1146
2021-03-30,PUCK,164500
2021-03-31,ACIC,249100
2021-03-31,ASPL,0
2021-03-31,BLUAF,97775
2021-03-31,CSTAF,41593
2021-03-31,JWSMF,21800
2021-03-31,PMVC,6600
2021-03-31,PUCK,117300
2021-04-01,ACIC,106300
2021-04-01,ASPL,0
2021-04-01,BLUAF,5846
2021-04-01,CSTAF,24493
2021-04-01,JWSMF,28800
2021-04-01,PMVC,19235
2021-04-01,PUCK,132200
2021-04-05,ACIC,94300
2021-04-05,ASPL,0
2021-04-05,BLUAF,160
2021-04-05,CSTAF,603
2021-04-05,JWSMF,51900
2021-04-05,PMVC,1372
2021-04-05,PUCK,60300
2021-04-06,ACIC,187800
2021-04-06,ASPL,0
2021-04-06,BLUAF,13564
2021-04-06,CSTAF,14845
2021-04-06,JWSMF,152500
2021-04-06,PMVC,0
2021-04-06,PUCK,11600
2021-04-07,ACIC,57000
2021-04-07,ASPL,0
2021-04-07,BLUAF,24078
2021-04-07,CSTAF,631
2021-04-07,JWSMF,181700
2021-04-07,PMVC,559
2021-04-07,PUCK,42600
2021-04-08,ACIC,87100
2021-04-08,ASPL,0
2021-04-08,BLUAF,26744
2021-04-08,CSTAF,1853
2021-04-08,JWSMF,81200
2021-04-08,PMVC,28637
2021-04-08,PUCK,479500
2021-04-09,ACIC,107600
2021-04-09,ASPL,0
2021-04-09,BLUAF,5248
2021-04-09,CSTAF,18320
2021-04-09,JWSMF,264900
2021-04-09,PMVC,112660
2021-04-09,PUCK,57400
2021-04-12,ACIC,141200
2021-04-12,ASPL,0
2021-04-12,BLUAF,11840
2021-04-12,CSTAF,3105
2021-04-12,JWSMF,280900
2021-04-12,PMVC,50080
2021-04-12,PUCK,38100
2021-04-13,ACIC,64200
2021-04-13,ASPL,0
2021-04-13,BLUAF,1860
2021-04-13,CSTAF,2948
2021-04-13,JWSMF,157000
2021-04-13,PMVC,54592
2021-04-13,PUCK,195500
2021-04-14,ACIC,43900
2021-04-14,ASPL,0
2021-04-14,BLUAF,246672
2021-04-14,CSTAF,27397
2021-04-14,JWSMF,609400
2021-04-14,PMVC,12242
2021-04-14,PUCK,1215400
2021-04-15,ACIC,55600
2021-04-15,ASPL,0
2021-04-15,BLUAF,301998
2021-04-15,CSTAF,3961
2021-04-15,JWSMF,170400
2021-04-15,PMVC,430
2021-04-15,PUCK,466400
2021-04-16,ACIC,68800
2021-04-16,ASPL,0
2021-04-16,BLUAF,2930
2021-04-16,CSTAF,102589
2021-04-16,JWSMF,519800
2021-04-16,PMVC,814
2021-04-16,PUCK,29000
2021-04-16,SLAMF,12900
2021-04-19,ACIC,140300
2021-04-19,ASPL,0
2021-04-19,BLUAF,0
2021-04-19,CSTAF,164941
2021-04-19,JWSMF,130100
2021-04-19,PMVC,4077
2021-04-19,PUCK,46200
2021-04-19,SLAMF,42100
2021-04-20,ACIC,177300
2021-04-20,ASPL,0
2021-04-20,BLUAF,4965
2021-04-20,CSTAF,81298
2021-04-20,JWSMF,168300
2021-04-20,PMVC,3691
2021-04-20,PUCK,168000
2021-04-20,SLAMF,210000
2021-04-21,ACIC,82700
2021-04-21,ASPL,0
2021-04-21,BLUAF,4222
2021-04-21,CSTAF,0
2021-04-21,JWSMF,968800
2021-04-21,PMVC,16241
2021-04-21,PUCK,67900
2021-04-21,SLAMF,21100
2021-04-22,ACIC,128200
2021-04-22,ASPL,0
2021-04-22,BLUAF,22370
2021-04-22,CSTAF,187
2021-04-22,JWSMF,35000
2021-04-22,PMVC,10843
2021-04-22,PUCK,149800
2021-04-22,SLAMF,40300
2021-04-23,ACIC,106800
2021-04-23,ASPL,0
2021-04-23,BLUAF,8221
2021-04-23,CSTAF,114507
2021-04-23,JWSMF,1061800
2021-04-23,PMVC,0
2021-04-23,PUCK,189500
2021-04-23,SLAMF,9100
2021-04-26,ACIC,219300
2021-04-26,ASPL,0
2021-04-26,BLUAF,76184
2021-04-26,CSTAF,48091
2021-04-26,JWSMF,265600
2021-04-26,PMVC,175
2021-04-26,PUCK,128400
2021-04-26,SLAMF,4200
2021-04-27,ACIC,82000
2021-04-27,ASPL,0
2021-04-27,BLUAF,6264
2021-04-27,CSTAF,17804
2021-04-27,JWSMF,203700
2021-04-27,PMVC,26373
2021-04-27,PUCK,137500
2021-04-27,SLAMF,123500
2021-04-28,ACIC,81200
2021-04-28,ASPL,0
2021-04-28,BLUAF,100231
2021-04-28,CSTAF,0
2021-04-28,JWSMF,4505700
2021-04-28,PMVC,0
2021-04-28,PUCK,106300
2021-04-28,SLAMF,887900
2021-04-29,ACIC,108500
2021-04-29,ASPL,0
2021-04-29,BLUAF,7993
2021-04-29,CSTAF,12687
2021-04-29,JWSMF,473300
2021-04-29,PMVC,9316
2021-04-29,PUCK,272100
2021-04-29,SLAMF,16000
2021-04-30,ACIC,235200
2021-04-30,ASPL,0
2021-04-30,BLUAF,271
2021-04-30,CSTAF,2000
2021-04-30,JWSMF,95600
2021-04-30,NBST,1210
2021-04-30,PMVC,0
2021-04-30,PUCK,188800
2021-04-30,SLAMF,12800
2021-05-03,ACIC,188300
2021-05-03,ASPL,0
2021-05-03,BLUAF,2952
2021-05-03,CSTAF,14852
2021-05-03,JWSMF,204800
2021-05-03,NBST,896
2021-05-03,PMVC,7051
2021-05-03,PUCK,501100
2021-05-03,SLAMF,25000
2021-05-04,ACIC,55400
2021-05-04,ASPL,0
2021-05-04,BLUAF,39489
2021-05-04,CSTAF,1760
2021-05-04,JWSMF,164700
2021-05-04,NBST,0
2021-05-04,PMVC,11200
2021-05-04,PUCK,108000
2021-05-04,SLAMF,9700
2021-05-05,ACIC,105100
2021-05-05,ASPL,0
2021-05-05,BLUAF,0
2021-05-05,CSTAF,2314
2021-05-05,JWSMF,85600
2021-05-05,NBST,0
2021-05-05,PMVC,227
2021-05-05,PUCK,60300
2021-05-05,SLAMF,166100
2021-05-06,ACIC,123100
2021-05-06,ASPL,0
2021-05-06,BLUAF,4499
2021-05-06,CSTAF,0
2021-05-06,JWSMF,53400
2021-05-06,NBST,100352
2021-05-06,PMVC,442
2021-05-06,PUCK,84100
2021-05-06,SLAMF,61100
2021-05-07,ACIC,51700
2021-05-07,ASPL,0
2021-05-07,BLUAF,204
2021-05-07,CSTAF,294
2021-05-07,JWSMF,400600
2021-05-07,NBST,9818
2021-05-07,PMVC,5690
2021-05-07,PUCK,74000
2021-05-07,SLAMF,5900
2021-05-10,ACIC,106500
2021-05-10,ASPL,0
2021-05-10,BLUAF,7201
2021-05-10,CSTAF,4947
2021-05-10,JWSMF,35600
2021-05-10,NBST,16943
2021-05-10,PMVC,2094
2021-05-10,PUCK,80000
2021-05-10,SLAMF,115200
2021-05-11,ACIC,90200
2021-05-11,ASPL,0
2021-05-11,BLUAF,27728
2021-05-11,CSTAF,9430
2021-05-11,JWSMF,228800
2021-05-11,NBST,2233
2021-05-11,PMVC,3648
2021-05-11,PUCK,26600
2021-05-11,SLAMF,8000
2021-05-12,ACIC,140500
2021-05-12,ASPL,0
2021-05-12,BLUAF,6790
2021-05-12,CSTAF,3299
2021-05-12,JWSMF,492500
2021-05-12,NBST,48710
2021-05-12,PMVC,1140
2021-05-12,PUCK,3500
2021-05-12,SLAMF,23300
2021-05-13,ACIC,103100
2021-05-13,ASPL,0
2021-05-13,BLUAF,0
2021-05-13,CSTAF,14764
2021-05-13,JWSMF,271100
2021-05-13,NBST,147462
2021-05-13,PMVC,2454
2021-05-13,PUCK,24600
2021-05-13,SLAMF,3300
2021-05-14,ACIC,147200
2021-05-14,ASPL,0
2021-05-14,BLUAF,202
2021-05-14,CSTAF,11689
2021-05-14,JWSMF,253300
2021-05-14,NBST,2483
2021-05-14,PMVC,0
2021-05-14,PUCK,10200
2021-05-14,SLAMF,3700
2021-05-17,ACIC,119700
2021-05-17,ASPL,0
2021-05-17,BLUAF,3401
2021-05-17,CSTAF,36007
2021-05-17,JWSMF,66000
2021-05-17,NBST,2259
2021-05-17,PMVC,0
2021-05-17,PUCK,56100
2021-05-17,SLAMF,154800
2021-05-18,ACIC,103900
2021-05-18,ASPL,0
2021-05-18,BLUAF,400
2021-05-18,CSTAF,7786
2021-05-18,JWSMF,71900
2021-05-18,NBST,1736
2021-05-18,PMVC,0
2021-05-18,PUCK,111800
2021-05-18,SLAMF,300
2021-05-19,ACIC,160000
2021-05-19,ASPL,0
2021-05-19,BLUAF,0
2021-05-19,CSTAF,521
2021-05-19,JWSMF,38900
2021-05-19,NBST,1144
2021-05-19,PMVC,6510
2021-05-19,PUCK,4600
2021-05-19,SLAMF,9100
2021-05-20,ACIC,162500
2021-05-20,ASPL,0
2021-05-20,BLUAF,2001
2021-05-20,CSTAF,288
2021-05-20,JWSMF,22300
2021-05-20,NBST,13366
2021-05-20,PMVC,5172
2021-05-20,PUCK,9500
2021-05-20,SLAMF,12200
2021-05-21,ACIC,67200
2021-05-21,ASPL,0
2021-05-21,BLUAF,550
2021-05-21,CSTAF,610
2021-05-21,JWSMF,400600
2021-05-21,NBST,15808
2021-05-21,PMVC,23615
2021-05-21,PUCK,11500
2021-05-21,SLAMF,161800
2021-05-24,ACIC,180400
2021-05-24,ASPL,0
2021-05-24,BLUAF,1010
2021-05-24,CSTAF,0
2021-05-24,JWSMF,435100
2021-05-24,NBST,7518
2021-05-24,PMVC,6021
2021-05-24,PUCK,3100
2021-05-24,SLAMF,87000
2021-05-25,ACIC,179300
2021-05-25,ASPL,0
2021-05-25,BLUAF,536
2021-05-25,CSTAF,302
2021-05-25,JWSMF,403300
2021-05-25,NBST,7898
2021-05-25,PMVC,32025
2021-05-25,PUCK,8500
2021-05-25,SLAMF,18800
2021-05-26,ACIC,102500
2021-05-26,ASPL,0
2021-05-26,BLUAF,8971
2021-05-26,CSTAF,2882
2021-05-26,JWSMF,307900
2021-05-26,NBST,224638
2021-05-26,PMVC,4731
2021-05-26,PUCK,38400
2021-05-26,SLAMF,5100
2021-05-27,ACIC,107300
2021-05-27,ASPL,0
2021-05-27,BLUAF,620
2021-05-27,CSTAF,31168
2021-05-27,JWSMF,774000
2021-05-27,NBST,0
2021-05-27,PMVC,32310
2021-05-27,PUCK,30300
2021-05-27,SLAMF,10700
2021-05-28,ACIC,68500
2021-05-28,ASPL,0
2021-05-28,BLUAF,1107
2021-05-28,CSTAF,1550
2021-05-28,JWSMF,17900
2021-05-28,NBST,0
2021-05-28,PMVC,58533
2021-05-28,PUCK,33800
2021-05-28,SLAMF,5500
2021-06-01,ACIC,152300
2021-06-01,ASPL,0
2021-06-01,BLUAF,2360
2021-06-01,CSTAF,3111
2021-06-01,JWSMF,45800
2021-06-01,NBST,88520
2021-06-01,PMVC,53315
2021-06-01,PUCK,18700
2021-06-01,SLAMF,8600
2021-06-02,ACIC,70900
2021-06-02,ASPL,0
2021-06-02,BLUAF,4161
2021-06-02,CSTAF,3259
2021-06-02,JWSMF,662700
2021-06-02,NBST,534
2021-06-02,PMVC,58009
2021-06-02,PUCK,15600
2021-06-02,SLAMF,300
2021-06-03,ACIC,90600
2021-06-03,ASPL,0
2021-06-03,BLUAF,0
2021-06-03,CSTAF,243
2021-06-03,JWSMF,790200
2021-06-03,NBST,5765
2021-06-03,PMVC,39208
2021-06-03,PUCK,14100
2021-06-03,SLAMF,1300
2021-06-04,ACIC,78500
2021-06-04,ASPL,0
2021-06-04,BLUAF,0
2021-06-04,CSTAF,637
2021-06-04,JWSMF,400900
2021-06-04,NBST,1642
2021-06-04,PMVC,84947
2021-06-04,PUCK,20300
2021-06-04,SLAMF,200
2021-06-07,ACIC,131300
2021-06-07,ASPL,0
2021-06-07,BLUAF,110
2021-06-07,CSTAF,759
2021-06-07,JWSMF,262900
2021-06-07,MAQC,8000
2021-06-07,NBST,11839
2021-06-07,PMVC,153108
2021-06-07,PUCK,15900
2021-06-07,SLAMF,300
2021-06-08,ACIC,102000
2021-06-08,ASPL,0
2021-06-08,BLUAF,0
2021-06-08,CSTAF,0
2021-06-08,JWSMF,94100
2021-06-08,MAQC,11200
2021-06-08,NBST,4414
2021-06-08,PMVC,220632
2021-06-08,PUCK,31600
2021-06-08,SLAMF,700
2021-06-09,ACIC,115700
2021-06-09,ASPL,0
2021-06-09,BLUAF,232
2021-06-09,CSTAF,11856
2021-06-09,JWSMF,57600
2021-06-09,MAQC,99200
2021-06-09,NBST,47328
2021-06-09,PMVC,66790
2021-06-09,PUCK,8900
2021-06-09,SLAMF,51200
2021-06-10,ACIC,65600
2021-06-10,ASPL,0
2021-06-10,BLUAF,3075
2021-06-10,CSTAF,19557
2021-06-10,JWSMF,98600
2021-06-10,MAQC,2300
2021-06-10,NBST,765
2021-06-10,PMVC,181293
2021-06-10,PUCK,335600
2021-06-10,SLAMF,56900
2021-06-11,ACIC,47000
2021-06-11,ASPL,0
2021-06-11,BLUAF,12767
2021-06-11,CSTAF,15621
2021-06-11,JWSMF,129300
2021-06-11,MAQC,2300
2021-06-11,NBST,3213
2021-06-11,PMVC,9362
2021-06-11,PUCK,280200
2021-06-11,SLAMF,15000
2021-06-14,ACIC,104900
2021-06-14,ASPL,0
2021-06-14,BLUAF,0
2021-06-14,CSTAF,101
2021-06-14,JWSMF,179400
2021-06-14,MAQC,55500
2021-06-14,NBST,0
2021-06-14,PMVC,104722
2021-06-14,PUCK,24300
2021-06-14,SLAMF,700
2021-06-15,ACIC,95500
2021-06-15,ASPL,0
2021-06-15,BLUAF,5372
2021-06-15,CSTAF,16204
2021-06-15,JWSMF,44500
2021-06-15,MAQC,416100
2021-06-15,NBST,214
2021-06-15,PMVC,3405
2021-06-15,PUCK,2300
2021-06-15,SLAMF,600
2021-06-16,ACIC,60600
2021-06-16,ASPL,0
2021-06-16,BLUAF,0
2021-06-16,CSTAF,127
2021-06-16,JWSMF,13000
2021-06-16,MAQC,262900
2021-06-16,NBST,0
2021-06-16,PMVC,2305
2021-06-16,PUCK,19100
2021-06-16,SLAMF,8000
2021-06-17,ACIC,97400
2021-06-17,ASPL,0
2021-06-17,BLUAF,5288
2021-06-17,CSTAF,14234
2021-06-17,JWSMF,299200
2021-06-17,MAQC,260800
2021-06-17,NBST,8222
2021-06-17,PMVC,2589
2021-06-17,PUCK,128400
2021-06-17,SLAMF,4400
2021-06-18,ACIC,220800
2021-06-18,ASPL,0
2021-06-18,BLUAF,10381
2021-06-18,CSTAF,30159
2021-06-18,JWSMF,12300
2021-06-18,MAQC,36400
2021-06-18,NBST,0
2021-06-18,PMVC,3657
2021-06-18,PUCK,57100
2021-06-18,SLAMF,16700
2021-06-21,ACIC,74500
2021-06-21,ASPL,0
2021-06-21,BLUAF,0
2021-06-21,CSTAF,623
2021-06-21,JWSMF,267200
2021-06-21,MAQC,18100
2021-06-21,NBST,994
2021-06-21,PMVC,3135
2021-06-21,PUCK,13700
2021-06-21,SLAMF,0
2021-06-22,ACIC,41900
2021-06-22,ASPL,0
2021-06-22,BLUAF,0
2021-06-22,CSTAF,1357
2021-06-22,JWSMF,264600
2021-06-22,MAQC,14300
2021-06-22,NBST,2162
2021-06-22,PMVC,0
2021-06-22,PUCK,669600
2021-06-22,SLAMF,500
2021-06-23,ACIC,62700
2021-06-23,ASPL,0
2021-06-23,BLUAF,297
2021-06-23,CSTAF,2233
2021-06-23,JWSMF,143900
2021-06-23,MAQC,0
2021-06-23,NBST,1483
2021-06-23,PMVC,35508
2021-06-23,PUCK,68000
2021-06-23,SLAMF,12100
2021-06-24,ACIC,58100
2021-06-24,ASPL,0
2021-06-24,BLUAF,470
2021-06-24,CSTAF,3307
2021-06-24,JWSMF,187700
2021-06-24,MAQC,0
2021-06-24,NBST,0
2021-06-24,PMVC,1214
2021-06-24,PUCK,10800
2021-06-24,SLAMF,600
2021-06-25,ACIC,198800
2021-06-25,ASPL,0
2021-06-25,BLUAF,516
2021-06-25,CSTAF,902
2021-06-25,JWSMF,201300
2021-06-25,MAQC,0
2021-06-25,NBST,2017
2021-06-25,PMVC,2510
2021-06-25,PUCK,4300
2021-06-25,SLAMF,4800
2021-06-28,ACIC,74000
2021-06-28,ASPL,0
2021-06-28,BLUAF,4834
2021-06-28,CSTAF,189507
2021-06-28,JWSMF,740700
2021-06-28,MAQC,200
2021-06-28,NBST,18556
2021-06-28,PMVC,10454
2021-06-28,PUCK,92500
2021-06-28,SLAMF,800
2021-06-29,ACIC,34100
2021-06-29,ASPL,0
2021-06-29,BLUAF,5783
2021-06-29,CSTAF,1017
2021-06-29,JWSMF,1176700
2021-06-29,MAQC,0
2021-06-29,NBST,6953
2021-06-29,PMVC,106523
2021-06-29,PUCK,68600
2021-06-29,SLAMF,1900
2021-06-30,ACIC,58800
2021-06-30,ASPL,0
2021-06-30,BLUAF,3060
2021-06-30,CSTAF,7219
2021-06-30,JWSMF,169400
2021-06-30,MAQC,7500
2021-06-30,NBST,2573
2021-06-30,PMVC,1132
2021-06-30,PUCK,40000
2021-06-30,SLAMF,1600
2021-07-01,ACIC,70800
2021-07-01,ASPL,0
2021-07-01,BLUAF,1426
2021-07-01,CSTAF,8118
2021-07-01,JWSMF,133600
2021-07-01,MAQC,15200
2021-07-01,NBST,15926
2021-07-01,PMVC,17322
2021-07-01,PUCK,107000
2021-07-01,SLAMF,2900
2021-07-02,ACIC,72600
2021-07-02,ASPL,0
2021-07-02,BLUAF,383
2021-07-02,CSTAF,19890
2021-07-02,JWSMF,181400
2021-07-02,MAQC,200
2021-07-02,NBST,20323
2021-07-02,PMVC,6878
2021-07-02,PUCK,18200
2021-07-02,SLAMF,5200
2021-07-06,ACIC,192700
2021-07-06,ASPL,0
2021-07-06,BLUAF,4247
