date,ticker,action
2020-10-01,APSG,Priced SPAC IPO
2020-10-01,ASAQ,Priced SPAC IPO
2020-10-01,AVAN,Priced SPAC IPO
2020-10-01,EQOSQ,Listed De-SPAC
2020-10-01,HYLN,Listed De-SPAC
2020-10-01,IACA,Priced SPAC IPO
2020-10-01,IMPX,Priced SPAC IPO
2020-10-01,VGAC,Priced SPAC IPO
2020-10-02,SEAH,Priced SPAC IPO
2020-10-02,VYGG,Priced SPAC IPO
2020-10-03,FAII,Est. Split
2020-10-03,FSDC,Est. Split
2020-10-03,RBAC,Est. Split
2020-10-04,DGNR,Est. Split
2020-10-04,DMYD,Est. Split
2020-10-04,LCAP,Est. Split
2020-10-05,FMAC,Priced SPAC IPO
2020-10-06,MAAC,Priced SPAC IPO
2020-10-06,NGAC,Priced SPAC IPO
2020-10-06,PACE,Priced SPAC IPO
2020-10-06,TPGY,Priced SPAC IPO
2020-10-07,EMPW,Priced SPAC IPO
2020-10-08,AONE,Est. Split
2020-10-08,CTEV,Listed De-SPAC
2020-10-08,IPOD2,Priced SPAC IPO
2020-10-08,IPOE,Priced SPAC IPO
2020-10-08,IPOF,Priced SPAC IPO
2020-10-08,LCY,Priced SPAC IPO
2020-10-08,NGA,Est. Split
2020-10-08,PAIC,Priced SPAC IPO
2020-10-08,STPK,Est. Split
2020-10-09,BFT,Est. Split
2020-10-09,FIII,Est. Split
2020-10-11,CLA,Est. Split
2020-10-11,FST,Est. Split
2020-10-11,HZAC,Est. Split
2020-10-13,FVAM,Priced SPAC IPO
2020-10-13,SFTGQ,Listed De-SPAC
2020-10-14,CURI,Listed De-SPAC
2020-10-15,MOTN,Priced SPAC IPO
2020-10-15,TMPM,Priced SPAC IPO
2020-10-15,TMTS,Priced SPAC IPO
2020-10-15,TTCFQ,Listed De-SPAC
2020-10-16,BTWN,Priced SPAC IPO
2020-10-16,FTOC,Est. Split
2020-10-16,PAYA,Listed De-SPAC
2020-10-17,BTAQ,Est. Split
2020-10-18,CFII,Est. Split
2020-10-19,DCRB,Priced SPAC IPO
2020-10-19,HLXA,Priced SPAC IPO
2020-10-19,HZON,Priced SPAC IPO
2020-10-20,GWAC,Priced SPAC IPO
2020-10-20,HIGA,Priced SPAC IPO
2020-10-20,LFTR,Priced SPAC IPO
2020-10-20,SPNV,Priced SPAC IPO
2020-10-20,SRSA,Priced SPAC IPO
2020-10-21,BLSA,Priced SPAC IPO
2020-10-21,CTAC,Priced SPAC IPO
2020-10-21,RICE,Priced SPAC IPO
2020-10-21,TEKK,Priced SPAC IPO
2020-10-21,XPOA,Priced SPAC IPO
2020-10-21,YSAC,Priced SPAC IPO
2020-10-22,ACAC,Priced SPAC IPO
2020-10-22,ATAC,Priced SPAC IPO
2020-10-23,CMLF,Est. Split
2020-10-23,EUCR,Priced SPAC IPO
2020-10-23,RIDE,Listed De-SPAC
2020-10-24,INAQ,Est. Split
2020-10-25,BCTG,Est. Split
2020-10-25,CAPA,Est. Split
2020-10-26,CERE,Listed De-SPAC
2020-10-26,LUXA,Priced SPAC IPO
2020-10-26,TWND,Est. Split
2020-10-27,ACIC,Priced SPAC IPO
2020-10-27,AJAX,Priced SPAC IPO
2020-10-27,BOAC,Priced SPAC IPO
2020-10-27,MACU,Priced SPAC IPO
2020-10-28,ADV,Listed De-SPAC
2020-10-28,DSAC,Priced SPAC IPO
2020-10-28,FSRNQ,Listed De-SPAC
2020-10-29,BHSE,Priced SPAC IPO
2020-10-29,CONX,Priced SPAC IPO
2020-10-29,NBA,Priced SPAC IPO
2020-10-30,CRHC,Est. Split
2020-10-30,ITAC,Est. Split
2020-10-30,TLMD,Listed De-SPAC
2020-10-31,NSH,Est. Split
