date,ticker,action
2024-08-01,AACI2,Merger Vote
2024-08-01,AAM,Priced SPAC IPO
2024-08-01,ADGM,Listed De-SPAC
2024-08-01,ALF,Est. Split
2024-08-01,MBAV,Priced SPAC IPO
2024-08-01,MKDW,Listed De-SPAC
2024-08-01,TRIS,Merger Vote
2024-08-02,QOMO,Extension Vote
2024-08-02,TENK,Merger Vote
2024-08-02,ZLSSF,Extension Vote
2024-08-05,HPAI,Listed De-SPAC
2024-08-06,IFIN,Merger Vote
2024-08-06,MACA,Merger Vote
2024-08-06,NOVV,Extension Vote
2024-08-07,FTW,Priced SPAC IPO
2024-08-09,CUB,Est. Split
2024-08-09,GAMC,Merger Vote
2024-08-09,GGAAF,Listed De-SPAC
2024-08-09,VACH,Priced SPAC IPO
2024-08-12,CVII,Merger Vote
2024-08-13,CEP,Est. Split
2024-08-13,CEP,Priced SPAC IPO
2024-08-13,CTOR,Listed De-SPAC
2024-08-14,BSLK,Listed De-SPAC
2024-08-15,FSHP,Est. Split
2024-08-16,GRAF,Est. Split
2024-08-16,HOND,Priced SPAC IPO
2024-08-16,RZLV,Listed De-SPAC
2024-08-16,SBXD,Priced SPAC IPO
2024-08-16,SLXN,Listed De-SPAC
2024-08-23,PTWO,Merger Vote
2024-08-27,ACAC,Merger Vote
2024-08-27,SBXC,Extension Vote
2024-08-28,BSII,Priced SPAC IPO
2024-08-29,GIG,Priced SPAC IPO
2024-08-29,PPHP,Extension Vote
2024-08-30,SIMA,Est. Split
