date,ticker,action
2024-06-03,VMCAF,Extension Vote
2024-06-04,PLMI,Merger Vote
2024-06-05,NFSCF,Extension Vote
2024-06-06,DSY,Listed De-SPAC
2024-06-07,CHEB,Priced SPAC IPO
2024-06-07,DHAC,Merger Vote
2024-06-10,EVE,Extension Vote
2024-06-11,ALF,Priced SPAC IPO
2024-06-12,CHAA,Merger Vote
2024-06-12,HOVR,Listed De-SPAC
2024-06-12,PCSC,Priced SPAC IPO
2024-06-12,PLAOF,Extension Vote
2024-06-14,PLMI,Extension Vote
2024-06-17,FLFV,Merger Vote
2024-06-18,CUB,Priced SPAC IPO
2024-06-18,FSHP,Priced SPAC IPO
2024-06-18,MACI,Priced SPAC IPO
2024-06-21,CCIX,Est. Split
2024-06-24,AIEV,Listed De-SPAC
2024-06-24,KLTO,Listed De-SPAC
2024-06-25,VSEE,Listed De-SPAC
2024-06-26,GRAF,Priced SPAC IPO
2024-06-26,THCP,Extension Vote
2024-06-27,GPAC,Merger Vote
2024-06-27,SEDA,Extension Vote
2024-06-29,BUJA,Extension Vote
