date,ticker,action
2022-02-01,ACAX,Priced SPAC IPO
2022-02-01,ENVI,Merger Vote
2022-02-01,IVAN,Merger Vote
2022-02-01,SZZL,Est. Split
2022-02-02,ENNV,Merger Vote
2022-02-02,GRNA,Listed De-SPAC
2022-02-03,ANGH,Listed De-SPAC
2022-02-03,BRKH,Est. Split
2022-02-03,IVCBF,Est. Split
2022-02-03,MURF,Priced SPAC IPO
2022-02-03,SBEA,Merger Vote
2022-02-03,SES,Listed De-SPAC
2022-02-04,AHRN,Est. Split
2022-02-04,APCA,Est. Split
2022-02-04,BFACF,Est. Split
2022-02-04,EVE,Est. Split
2022-02-04,FSRD,Listed De-SPAC
2022-02-04,KACLF,Est. Split
2022-02-04,LFLYD,Listed De-SPAC
2022-02-04,PRLH,Est. Split
2022-02-04,TGR,Priced SPAC IPO
2022-02-05,IVCP,Est. Split
2022-02-06,ADRT,Est. Split
2022-02-06,SACQF,Est. Split
2022-02-07,ATAK,Priced SPAC IPO
2022-02-07,FLDD,Est. Split
2022-02-07,RCAC,Est. Split
2022-02-08,LIVB,Priced SPAC IPO
2022-02-08,QNGY,Listed De-SPAC
2022-02-08,TVAC,Merger Vote
2022-02-09,BRCC,Listed De-SPAC
2022-02-09,BYNO,Priced SPAC IPO
2022-02-09,CPAQ,Priced SPAC IPO
2022-02-09,EGRVF,Priced SPAC IPO
2022-02-09,GCAC,Merger Vote
2022-02-10,CFFS,Est. Split
2022-02-10,CPTN,Listed De-SPAC
2022-02-10,LSPR,Est. Split
2022-02-10,NXU,Merger Vote
2022-02-11,HNRA,Priced SPAC IPO
2022-02-11,ISPO,Listed De-SPAC
2022-02-11,JGGC,Priced SPAC IPO
2022-02-11,NRGV,Listed De-SPAC
2022-02-11,RACY,Priced SPAC IPO
2022-02-11,SAGA,Est. Split
2022-02-11,SGHL,Priced SPAC IPO
2022-02-13,AOGO,Est. Split
2022-02-14,QTEK,Listed De-SPAC
2022-02-14,ROCR,Merger Vote
2022-02-15,ASCA,Priced SPAC IPO
2022-02-15,FTII,Priced SPAC IPO
2022-02-15,GENQ,Priced SPAC IPO
2022-02-16,AXAC,Priced SPAC IPO
2022-02-18,HCCC,Merger Vote
2022-02-18,PWUP,Priced SPAC IPO
2022-02-20,GMFI,Est. Split
2022-02-22,TWNT,Merger Vote
2022-02-23,AIBAF,Est. Split
2022-02-23,BRAC,Est. Split
2022-02-24,CLIN,Priced SPAC IPO
2022-02-25,CRTAF,Est. Split
2022-02-25,FGMC2,Priced SPAC IPO
2022-02-25,GSRM,Priced SPAC IPO
2022-02-28,CXAC,Est. Split
2022-02-28,SCRM,Est. Split
2022-02-28,SNII,Merger Vote
2022-02-28,VBOC,Est. Split
