date,ticker,action
2021-06-01,BARK,Listed De-SPAC
2021-06-03,CANOQ,Listed De-SPAC
2021-06-04,TCVA,Est. Split
2021-06-04,YTPG,Est. Split
2021-06-07,JBI,Listed De-SPAC
2021-06-07,LTCH,Listed De-SPAC
2021-06-07,VWESQ,Listed De-SPAC
2021-06-08,GACQ,Priced SPAC IPO
2021-06-08,SPK,Priced SPAC IPO
2021-06-09,BSGA,Priced SPAC IPO
2021-06-09,CLBR2,Priced SPAC IPO
2021-06-09,ISAA,Priced SPAC IPO
2021-06-09,KPLT,Listed De-SPAC
2021-06-09,NAUT,Listed De-SPAC
2021-06-09,SMIH,Priced SPAC IPO
2021-06-09,UPHL,Listed De-SPAC
2021-06-10,HCNE,Priced SPAC IPO
2021-06-10,INDI,Listed De-SPAC
2021-06-10,LAAA,Priced SPAC IPO
2021-06-10,LITT,Priced SPAC IPO
2021-06-10,QSI,Listed De-SPAC
2021-06-11,SKIL,Listed De-SPAC
2021-06-14,GSQB,Priced SPAC IPO
2021-06-15,DILA,Priced SPAC IPO
2021-06-15,PTRAQ,Listed De-SPAC
2021-06-15,RONI,Priced SPAC IPO
2021-06-15,ZT,Priced SPAC IPO
2021-06-16,MAPS,Listed De-SPAC
2021-06-16,MEHCQ,Listed De-SPAC
2021-06-16,TRON2,Priced SPAC IPO
2021-06-17,ATIP,Listed De-SPAC
2021-06-17,JUGG,Priced SPAC IPO
2021-06-18,LVOX,Listed De-SPAC
2021-06-19,BSKY,Est. Split
2021-06-19,TUGC,Est. Split
2021-06-20,IACC,Est. Split
2021-06-21,MYPS,Listed De-SPAC
2021-06-22,GPCO,Priced SPAC IPO
2021-06-22,MITA,Priced SPAC IPO
2021-06-22,TALK,Listed De-SPAC
2021-06-22,TBA,Merger Vote
2021-06-23,FTVI,Priced SPAC IPO
2021-06-23,NLIT,Priced SPAC IPO
2021-06-23,OTAC,Est. Split
2021-06-24,PWP,Listed De-SPAC
2021-06-24,VLAT,Est. Split
2021-06-25,BODI,Listed De-SPAC
2021-06-25,ELMS,Listed De-SPAC
2021-06-25,MAQC,Est. Split
2021-06-25,ORGN,Listed De-SPAC
2021-06-27,DKDCA,Est. Split
2021-06-28,BRIV,Est. Split
2021-06-28,EOCW,Priced SPAC IPO
2021-06-28,IS,Listed De-SPAC
2021-06-28,PAYO,Listed De-SPAC
2021-06-29,GOBI,Priced SPAC IPO
2021-06-29,MCAF,Priced SPAC IPO
2021-06-29,SHQA,Priced SPAC IPO
2021-06-29,THCP,Priced SPAC IPO
2021-06-30,ASTR,Listed De-SPAC
2021-06-30,CORS,Priced SPAC IPO
2021-06-30,DNAA,Priced SPAC IPO
2021-06-30,DNAB,Priced SPAC IPO
2021-06-30,DNAC,Priced SPAC IPO
2021-06-30,DNAD,Priced SPAC IPO
2021-06-30,DRAY,Priced SPAC IPO
2021-06-30,ENSC,Listed De-SPAC
2021-06-30,GGGV,Priced SPAC IPO
2021-06-30,PNT,Listed De-SPAC
2021-06-30,TBLA,Listed De-SPAC
2021-06-30,WPF,Merger Vote
