date,ticker,action
2023-02-01,PRPC,Extension Vote
2023-02-01,SDAC,Extension Vote
2023-02-03,AEHA,Merger Vote
2023-02-03,AWIN,Listed De-SPAC
2023-02-03,CETU,Priced SPAC IPO
2023-02-03,MPRA,Extension Vote
2023-02-06,AMCI2,Merger Vote
2023-02-07,MCAE,Merger Vote
2023-02-08,BWAC,Extension Vote
2023-02-08,IPAX,Merger Vote
2023-02-08,IQMD,Extension Vote
2023-02-08,PFDR,Merger Vote
2023-02-08,WQGA,Extension Vote
2023-02-09,LNZA,Listed De-SPAC
2023-02-10,AENT,Listed De-SPAC
2023-02-10,BLAC,Priced SPAC IPO
2023-02-10,MVLA,Listed De-SPAC
2023-02-10,PMGM,Extension Vote
2023-02-10,PTHR,Priced SPAC IPO
2023-02-12,HSPOF,Est. Split
2023-02-13,LUNR,Listed De-SPAC
2023-02-14,DISA,Extension Vote
2023-02-14,GENQ,Extension Vote
2023-02-14,LGTO,Merger Vote
2023-02-14,OCEA,Listed De-SPAC
2023-02-14,SLND,Listed De-SPAC
2023-02-15,MARX,Priced SPAC IPO
2023-02-15,VGAS,Listed De-SPAC
2023-02-17,ALOR,Extension Vote
2023-02-17,ETAOF,Listed De-SPAC
2023-02-17,PFDR,Extension Vote
2023-02-21,TWNI,Extension Vote
2023-02-22,CCAI,Extension Vote
2023-02-22,TPBA,Merger Vote
2023-02-23,HHRS,Listed De-SPAC
2023-02-24,AURC,Extension Vote
2023-02-27,HUBC,Listed De-SPAC
2023-02-28,DIST,Priced SPAC IPO
2023-02-28,EBAC,Merger Vote
2023-02-28,FACT,Extension Vote
2023-02-28,HPX,Merger Vote
2023-02-28,ISRLF,Est. Split
2023-02-28,LVRO,Listed De-SPAC
2023-02-28,REVE,Extension Vote
2023-02-28,RNER,Extension Vote
