date,ticker,action
2022-04-01,BYNO,Est. Split
2022-04-01,CPAQ,Est. Split
2022-04-01,MSSAF,Priced SPAC IPO
2022-04-02,EGRVF,Est. Split
2022-04-04,GGR,Listed De-SPAC
2022-04-04,HNRA,Est. Split
2022-04-04,JGGC,Est. Split
2022-04-04,RACY,Est. Split
2022-04-05,MLTX,Listed De-SPAC
2022-04-07,DNQAF,Priced SPAC IPO
2022-04-08,ASCA,Est. Split
2022-04-08,FTII,Est. Split
2022-04-08,GENQ,Est. Split
2022-04-11,PWUP,Est. Split
2022-04-13,AFAR,Priced SPAC IPO
2022-04-14,LBBB,Est. Split
2022-04-17,CLIN,Est. Split
2022-04-18,GSRM,Est. Split
2022-04-20,RFAC,Est. Split
2022-04-20,YOTA,Priced SPAC IPO
2022-04-22,KCAC,Est. Split
2022-04-22,SPCM,Est. Split
2022-04-22,TUGC,Merger Vote
2022-04-22,VMCAF,Est. Split
2022-04-23,KCAC,Est. Split
2022-04-23,SHUA,Est. Split
2022-04-25,MACU,Extension Vote
2022-04-26,AIMTF,Priced SPAC IPO
2022-04-26,ATSPT,Merger Vote
2022-04-26,BCAC,Extension Vote
2022-04-27,SOUN,Listed De-SPAC
2022-04-28,CHEA,Priced SPAC IPO
2022-04-28,CLRCF,Priced SPAC IPO
2022-04-28,SV,Merger Vote
2022-04-29,SAIH,Listed De-SPAC
