date,ticker,action
2024-09-03,CURR,Listed De-SPAC
2024-09-03,LPAA,Est. Split
2024-09-06,POLE,Priced SPAC IPO
2024-09-06,VCIC,Priced SPAC IPO
2024-09-10,GATE,Extension Vote
2024-09-10,GIG,Est. Split
2024-09-12,EURK,Est. Split
2024-09-12,FVN,Priced SPAC IPO
2024-09-12,NOVV,Merger Vote
2024-09-14,FIAC,Merger Vote
2024-09-16,AAM,Est. Split
2024-09-16,DTSQ,Est. Split
2024-09-16,ROSS,Extension Vote
2024-09-17,VEEA,Listed De-SPAC
2024-09-18,SBC,Listed De-SPAC
2024-09-18,YHNA,Priced SPAC IPO
2024-09-19,ACAB,Extension Vote
2024-09-20,CAPN,Priced SPAC IPO
2024-09-23,MBAV,Est. Split
2024-09-23,RFAC,Extension Vote
2024-09-26,XFIN,Merger Vote
2024-09-27,FOXX,Listed De-SPAC
2024-09-27,FTW,Est. Split
2024-09-27,TMTC,Extension Vote
2024-09-30,HCVI,Extension Vote
2024-09-30,LCW,Merger Vote
2024-09-30,VACH,Est. Split
