date,ticker,action
2021-11-01,BNIX,Est. Split
2021-11-01,VSAC,Priced SPAC IPO
2021-11-02,KVSB,Merger Vote
2021-11-02,MOTN,Merger Vote
2021-11-02,RTPY,Merger Vote
2021-11-02,SWBK,Merger Vote
2021-11-03,AUR,Listed De-SPAC
2021-11-03,FRLA,Priced SPAC IPO
2021-11-03,INTE,Priced SPAC IPO
2021-11-03,MLAI,Priced SPAC IPO
2021-11-03,ONYX,Priced SPAC IPO
2021-11-03,TGVC,Priced SPAC IPO
2021-11-03,TRAQ,Priced SPAC IPO
2021-11-04,BRDSQ,Listed De-SPAC
2021-11-04,CNDB,Priced SPAC IPO
2021-11-04,DHAC,Priced SPAC IPO
2021-11-04,FNVTF,Priced SPAC IPO
2021-11-04,JUN,Priced SPAC IPO
2021-11-04,LGST,Priced SPAC IPO
2021-11-04,LIBY,Priced SPAC IPO
2021-11-04,LION3,Priced SPAC IPO
2021-11-04,MPRA,Priced SPAC IPO
2021-11-04,PAFO,Est. Split
2021-11-04,SHCA,Priced SPAC IPO
2021-11-04,SZZL,Priced SPAC IPO
2021-11-04,TOAC,Priced SPAC IPO
2021-11-05,DCGO,Listed De-SPAC
2021-11-05,EDNC,Est. Split
2021-11-05,IQMD,Priced SPAC IPO
2021-11-05,MCAA,Priced SPAC IPO
2021-11-05,NPAB,Priced SPAC IPO
2021-11-05,NXDR,Listed De-SPAC
2021-11-05,RRACF,Priced SPAC IPO
2021-11-05,SIER,Est. Split
2021-11-05,SVNA,Priced SPAC IPO
2021-11-05,WINV,Est. Split
2021-11-06,AEHA,Est. Split
2021-11-06,CIIG,Est. Split
2021-11-07,FLYA,Est. Split
2021-11-09,APNC,Priced SPAC IPO
2021-11-09,DPCS,Priced SPAC IPO
2021-11-09,GIAC,Est. Split
2021-11-09,GVCI,Priced SPAC IPO
2021-11-09,HTAQ,Priced SPAC IPO
2021-11-09,NGAB,Merger Vote
2021-11-09,OLIT,Priced SPAC IPO
2021-11-10,ACDI,Priced SPAC IPO
2021-11-10,AFAC,Priced SPAC IPO
2021-11-10,BCSA,Priced SPAC IPO
2021-11-10,CBRRF,Priced SPAC IPO
2021-11-10,EMBK,Listed De-SPAC
2021-11-10,RCFAF,Priced SPAC IPO
2021-11-10,VMGA,Priced SPAC IPO
2021-11-11,LGVC,Priced SPAC IPO
2021-11-12,DFPH,Merger Vote
2021-11-12,HHGC,Est. Split
2021-11-12,IRRX,Priced SPAC IPO
2021-11-12,MCAG,Priced SPAC IPO
2021-11-13,ARGU,Est. Split
2021-11-13,IPAX,Est. Split
2021-11-15,DSAQ,Est. Split
2021-11-15,GIA,Est. Split
2021-11-15,LOCC,Est. Split
2021-11-15,TOI,Listed De-SPAC
2021-11-16,ENCP,Priced SPAC IPO
2021-11-16,LIII,Merger Vote
2021-11-16,VOSO,Merger Vote
2021-11-17,LFAC,Priced SPAC IPO
2021-11-17,NETC,Priced SPAC IPO
2021-11-17,SGII,Priced SPAC IPO
2021-11-17,SUAC,Priced SPAC IPO
2021-11-18,ARIZ,Priced SPAC IPO
2021-11-18,BACA,Est. Split
2021-11-18,BLEU,Priced SPAC IPO
2021-11-18,DDMX,Merger Vote
2021-11-18,WEJOF,Listed De-SPAC
2021-11-19,ALOR,Priced SPAC IPO
2021-11-19,CREC,Priced SPAC IPO
2021-11-19,HCVI,Est. Split
2021-11-19,IFIN,Priced SPAC IPO
2021-11-19,LOCL,Listed De-SPAC
2021-11-19,NFNT,Priced SPAC IPO
2021-11-19,PRBM,Est. Split
2021-11-19,ZING,Priced SPAC IPO
2021-11-20,MEKA,Est. Split
2021-11-21,HPLT,Est. Split
2021-11-22,ARTE,Est. Split
2021-11-22,DMYS,Est. Split
2021-11-22,GATE,Est. Split
2021-11-22,LAX,Priced SPAC IPO
2021-11-22,LGTO,Priced SPAC IPO
2021-11-22,MTRY,Est. Split
2021-11-22,TGVC,Est. Split
2021-11-23,MAAQ,Priced SPAC IPO
2021-11-23,VHNA,Priced SPAC IPO
2021-11-24,BRD,Priced SPAC IPO
2021-11-24,EVCO,Priced SPAC IPO
2021-11-26,BHAC,Est. Split
2021-11-26,PBAX,Est. Split
2021-11-26,PCX,Est. Split
2021-11-27,AVAC,Est. Split
2021-11-27,NFSCF,Est. Split
2021-11-29,GNRSQ,Listed De-SPAC
2021-11-29,HWKZ,Est. Split
2021-11-29,IACB,Merger Vote
2021-11-29,IXAQF,Est. Split
2021-11-29,JMAC,Est. Split
2021-11-29,LCW,Est. Split
2021-11-29,SAMA,Est. Split
2021-11-30,AGC,Merger Vote
2021-11-30,CDRO,Listed De-SPAC
2021-11-30,CNGL,Priced SPAC IPO
2021-11-30,CTV,Listed De-SPAC
2021-11-30,THMA,Merger Vote
2021-11-30,TPGS,Merger Vote
