date,ticker,action
2020-09-01,CMLF,Priced SPAC IPO
2020-09-02,INAQ,Priced SPAC IPO
2020-09-03,BCTG,Priced SPAC IPO
2020-09-03,CAPA,Priced SPAC IPO
2020-09-03,PTK,Est. Split
2020-09-04,AACQ,Est. Split
2020-09-04,TWND,Priced SPAC IPO
2020-09-05,DEH,Est. Split
2020-09-05,MLAC,Est. Split
2020-09-06,HPX,Est. Split
2020-09-07,DFHT,Est. Split
2020-09-08,CRHC,Priced SPAC IPO
2020-09-08,ITAC,Priced SPAC IPO
2020-09-09,NSH,Priced SPAC IPO
2020-09-10,PIAI,Priced SPAC IPO
2020-09-10,SVAC,Priced SPAC IPO
2020-09-11,BSN,Priced SPAC IPO
2020-09-11,LEAP,Priced SPAC IPO
2020-09-11,SNPR,Priced SPAC IPO
2020-09-11,TWCT,Priced SPAC IPO
2020-09-12,PSAC,Est. Split
2020-09-12,PSTH,Est. Split
2020-09-13,ERES,Est. Split
2020-09-13,GRCY,Est. Split
2020-09-14,ACND,Est. Split
2020-09-14,SAII,Priced SPAC IPO
2020-09-15,SBG,Priced SPAC IPO
2020-09-16,ENPC,Priced SPAC IPO
2020-09-16,EQD,Priced SPAC IPO
2020-09-16,OACB,Priced SPAC IPO
2020-09-16,RTP,Priced SPAC IPO
2020-09-17,AHAC,Priced SPAC IPO
2020-09-17,STWO,Priced SPAC IPO
2020-09-18,ACEV,Est. Split
2020-09-18,NMMC,Priced SPAC IPO
2020-09-20,CCIV,Est. Split
2020-09-21,ETAC,Est. Split
2020-09-21,FCAC,Priced SPAC IPO
2020-09-21,NHIC,Est. Split
2020-09-21,PMVC,Priced SPAC IPO
2020-09-21,PRPB,Est. Split
2020-09-22,ACTC,Priced SPAC IPO
2020-09-22,VIH,Priced SPAC IPO
2020-09-23,ASPL,Priced SPAC IPO
2020-09-23,PDAC,Priced SPAC IPO
2020-09-24,FTIV,Priced SPAC IPO
2020-09-24,VACQ,Priced SPAC IPO
2020-09-25,HSAQ,Est. Split
2020-09-25,YAC,Est. Split
2020-09-26,BOWX,Est. Split
2020-09-26,GOAC,Est. Split
2020-09-26,GRSV,Est. Split
2020-09-26,HOL,Est. Split
2020-09-26,KSMT,Est. Split
2020-09-27,ARYA,Est. Split
2020-09-28,VMAC,Est. Split
2020-09-29,CLII,Priced SPAC IPO
2020-09-29,FGNA,Priced SPAC IPO
2020-09-29,VLDR,Listed De-SPAC
2020-09-29,VSPR,Priced SPAC IPO
2020-09-30,AGC,Priced SPAC IPO
2020-09-30,IGAC,Priced SPAC IPO
2020-09-30,QELL,Priced SPAC IPO
2020-09-30,RCHG,Priced SPAC IPO
