date,ticker,action
2025-01-02,RAIN,Listed De-SPAC
2025-01-03,ASPC,Est. Split
2025-01-03,STAI,Listed De-SPAC
2025-01-06,ISRLF,Extension Vote
2025-01-07,CEPO,Priced SPAC IPO
2025-01-08,WAVS,Extension Vote
2025-01-10,QETA,Extension Vote
2025-01-13,BOWN,Merger Vote
2025-01-13,RANG,Est. Split
2025-01-14,BZAI,Listed De-SPAC
2025-01-14,PPYA,Extension Vote
2025-01-15,PLMK,Priced SPAC IPO
2025-01-15,RIBB,Priced SPAC IPO
2025-01-16,KBSX,Listed De-SPAC
2025-01-16,NOEM,Est. Split
2025-01-17,HVII,Priced SPAC IPO
2025-01-20,GODN,Merger Vote
2025-01-23,COLA,Priced SPAC IPO
2025-01-23,RFAC,Merger Vote
2025-01-24,SUAC,Extension Vote
2025-01-24,WAVS,Merger Vote
2025-01-27,CSTAF,Extension Vote
2025-01-27,GMHS,Listed De-SPAC
2025-01-27,PGAC,Est. Split
2025-01-28,DMAA,Priced SPAC IPO
2025-01-28,EGRVF,Extension Vote
2025-01-29,FGMC,Priced SPAC IPO
2025-01-30,JACS,Est. Split
2025-01-30,SVCC,Priced SPAC IPO
2025-01-31,MAQC,Extension Vote
2025-01-31,PLMK,Est. Split
