date,ticker,action
2023-12-01,BNAI,Extension Vote
2023-12-01,CNGL,Extension Vote
2023-12-01,DHCA,Extension Vote
2023-12-01,SOAR,Listed De-SPAC
2023-12-02,AITR,Est. Split
2023-12-04,AFJK,Priced SPAC IPO
2023-12-04,CLIN,Merger Vote
2023-12-05,BRLS,Extension Vote
2023-12-05,OXUS,Extension Vote
2023-12-05,VCXA,Merger Vote
2023-12-06,AAGR,Listed De-SPAC
2023-12-06,ALTU,Extension Vote
2023-12-07,EFHT,Merger Vote
2023-12-07,PGSS,Extension Vote
2023-12-07,SHMD,Extension Vote
2023-12-08,NETC,Extension Vote
2023-12-08,SMAP,Merger Vote
2023-12-08,SVUHF,Listed De-SPAC
2023-12-12,ECDA,Listed De-SPAC
2023-12-12,GAMC,Extension Vote
2023-12-12,NUBI,Merger Vote
2023-12-13,BRLI,Merger Vote
2023-12-13,NETC,Merger Vote
2023-12-13,PRSR,Merger Vote
2023-12-13,VII,Merger Vote
2023-12-14,BNZI,Listed De-SPAC
2023-12-14,JAQC,Extension Vote
2023-12-14,LGST,Extension Vote
2023-12-14,TVGN,Extension Vote
2023-12-15,BAYA,Priced SPAC IPO
2023-12-15,NUBI,Extension Vote
2023-12-15,STI,Extension Vote
2023-12-18,ATAK,Merger Vote
2023-12-18,CLAY,Merger Vote
2023-12-18,DUET,Extension Vote
2023-12-18,EGGF,Merger Vote
2023-12-18,JAQC,Merger Vote
2023-12-18,VSTTF,Listed De-SPAC
2023-12-19,APAC,Merger Vote
2023-12-19,BYTS,Merger Vote
2023-12-19,IOAC,Merger Vote
2023-12-19,MSAI,Listed De-SPAC
2023-12-19,USCTF,Extension Vote
2023-12-21,AISP,Listed De-SPAC
2023-12-21,BYN,Extension Vote
2023-12-21,HGAS,Listed De-SPAC
2023-12-21,LDTCF,Listed De-SPAC
2023-12-21,MOBX,Listed De-SPAC
2023-12-22,ALCE,Listed De-SPAC
2023-12-26,NUKK,Listed De-SPAC
2023-12-27,BYN,Merger Vote
2023-12-27,EGGF,Extension Vote
2023-12-27,FLYX,Listed De-SPAC
2023-12-27,IROH,Priced SPAC IPO
2023-12-27,MCAF,Extension Vote
2023-12-28,BAYA,Est. Split
2023-12-28,BLEU,Extension Vote
2023-12-28,GIA,Extension Vote
2023-12-28,QTIH,Extension Vote
2023-12-28,ZCAR,Listed De-SPAC
2023-12-29,FHLT,Extension Vote
2023-12-29,GRDI,Listed De-SPAC
2023-12-29,LPA,Extension Vote
2023-12-29,PNSTQ,Listed De-SPAC
2023-12-29,TWOA,Extension Vote
