date,ticker,action
2020-11-01,PIAI,Est. Split
2020-11-01,SVAC,Est. Split
2020-11-02,BSN,Est. Split
2020-11-02,LEAP,Est. Split
2020-11-02,SNPR,Est. Split
2020-11-02,TWCT,Est. Split
2020-11-05,SAII,Est. Split
2020-11-06,DBDR,Priced SPAC IPO
2020-11-06,SBG,Est. Split
2020-11-07,ENPC,Est. Split
2020-11-07,EQD,Est. Split
2020-11-07,OACB,Est. Split
2020-11-07,RTP,Est. Split
2020-11-08,AHAC,Est. Split
2020-11-08,STWO,Est. Split
2020-11-09,ADOC,Priced SPAC IPO
2020-11-09,ETHZ,Listed De-SPAC
2020-11-09,NMMC,Est. Split
2020-11-09,TSIA,Priced SPAC IPO
2020-11-10,STIC,Priced SPAC IPO
2020-11-10,TRIRF,Listed De-SPAC
2020-11-11,NOAC,Priced SPAC IPO
2020-11-12,BWAC,Priced SPAC IPO
2020-11-12,CFAC,Priced SPAC IPO
2020-11-12,DMYI,Priced SPAC IPO
2020-11-12,FCAC,Est. Split
2020-11-12,HAAC,Priced SPAC IPO
2020-11-12,PMVC,Est. Split
2020-11-13,ACTC,Est. Split
2020-11-13,VIH,Est. Split
2020-11-14,ASPL,Est. Split
2020-11-14,PDAC,Est. Split
2020-11-15,FTIV,Est. Split
2020-11-15,VACQ,Est. Split
2020-11-16,DGNS,Priced SPAC IPO
2020-11-16,EOSE,Listed De-SPAC
2020-11-16,PIPP,Priced SPAC IPO
2020-11-16,ZNTE,Priced SPAC IPO
2020-11-17,GCMG,Listed De-SPAC
2020-11-17,MP,Listed De-SPAC
2020-11-17,OTRA,Priced SPAC IPO
2020-11-18,CHFW,Priced SPAC IPO
2020-11-18,IIAC,Priced SPAC IPO
2020-11-18,JYAC,Priced SPAC IPO
2020-11-18,LNFA,Priced SPAC IPO
2020-11-18,PHIC,Priced SPAC IPO
2020-11-18,RTPZ,Priced SPAC IPO
2020-11-18,UK,Listed De-SPAC
2020-11-19,ARBG,Priced SPAC IPO
2020-11-20,CAS,Priced SPAC IPO
2020-11-20,CLII,Est. Split
2020-11-20,FGNA,Est. Split
2020-11-20,IDICQ,Listed De-SPAC
2020-11-20,KWAC,Priced SPAC IPO
2020-11-20,LSAQ,Priced SPAC IPO
2020-11-20,OCA,Priced SPAC IPO
2020-11-20,VSPR,Est. Split
2020-11-21,AGC,Est. Split
2020-11-21,IGAC,Est. Split
2020-11-21,QELL,Est. Split
2020-11-21,RCHG,Est. Split
2020-11-22,APSG,Est. Split
2020-11-22,ASAQ,Est. Split
2020-11-22,AVAN,Est. Split
2020-11-22,IACA,Est. Split
2020-11-22,IMPX,Est. Split
2020-11-22,VGAC,Est. Split
2020-11-23,BRZH,Priced SPAC IPO
2020-11-23,GNPK,Priced SPAC IPO
2020-11-23,SEAH,Est. Split
2020-11-23,SV,Priced SPAC IPO
2020-11-23,VYGG,Est. Split
2020-11-24,FRX,Priced SPAC IPO
2020-11-24,SPRQ,Priced SPAC IPO
2020-11-24,TINV,Priced SPAC IPO
2020-11-24,VCVC,Priced SPAC IPO
2020-11-26,FMAC,Est. Split
2020-11-27,MAAC,Est. Split
2020-11-27,NGAC,Est. Split
2020-11-27,PACE,Est. Split
2020-11-27,QS,Listed De-SPAC
2020-11-27,TPGY,Est. Split
2020-11-28,EMPW,Est. Split
2020-11-29,IPOD2,Est. Split
2020-11-29,IPOE,Est. Split
2020-11-29,IPOF,Est. Split
2020-11-29,LCY,Est. Split
2020-11-29,PAIC,Est. Split
2020-11-30,SGAM,Priced SPAC IPO
