date,ticker,action
2021-02-16,ABGI,Priced SPAC IPO
2021-02-16,BFLY,Listed De-SPAC
2021-02-16,FSII,Priced SPAC IPO
2021-02-16,MACA,Priced SPAC IPO
2021-02-16,PFDR,Priced SPAC IPO
2021-02-17,FSRX,Priced SPAC IPO
2021-02-17,KIII,Priced SPAC IPO
2021-02-17,QDRO,Priced SPAC IPO
2021-02-17,SPTK,Priced SPAC IPO
2021-02-18,ASPC,Priced SPAC IPO
2021-02-18,BRPM,Priced SPAC IPO
2021-02-18,CFVI,Priced SPAC IPO
2021-02-18,FACA,Priced SPAC IPO
2021-02-18,SPGS,Priced SPAC IPO
2021-02-18,TWNI,Priced SPAC IPO
2021-02-22,ANAC,Priced SPAC IPO
2021-02-22,CMII,Priced SPAC IPO
2021-02-22,FTAA,Priced SPAC IPO
2021-02-22,SLAMF,Priced SPAC IPO
2021-02-22,VELO2,Priced SPAC IPO
2021-02-23,BOAS,Priced SPAC IPO
2021-02-23,GSEV,Priced SPAC IPO
2021-02-23,SRNG,Priced SPAC IPO
2021-02-24,COLI,Priced SPAC IPO
2021-02-24,EJFA,Priced SPAC IPO
2021-02-24,FLME,Priced SPAC IPO
2021-02-24,GIIX,Priced SPAC IPO
2021-02-24,GLBL,Priced SPAC IPO
2021-02-24,HIII,Priced SPAC IPO
2021-02-24,HUGS,Priced SPAC IPO
2021-02-24,ISLE,Priced SPAC IPO
2021-02-25,AGAC,Priced SPAC IPO
2021-02-25,ARYD,Priced SPAC IPO
2021-02-25,ASZ,Priced SPAC IPO
2021-02-25,AUS,Priced SPAC IPO
2021-02-25,BENE,Est. Split
2021-02-25,FACT,Priced SPAC IPO
2021-02-25,FSNB,Priced SPAC IPO
2021-02-25,FVT,Est. Split
2021-02-25,KCAC,Priced SPAC IPO
2021-02-25,MACQ,Priced SPAC IPO
2021-02-25,SBEA,Priced SPAC IPO
2021-02-25,TWLV2,Priced SPAC IPO
2021-02-25,WARR,Priced SPAC IPO
2021-02-26,AKIC,Est. Split
2021-02-26,CHPT,Listed De-SPAC
2021-02-26,CRU,Est. Split
2021-02-26,IBER,Priced SPAC IPO
2021-02-26,KAIR,Est. Split
2021-02-26,LIII,Priced SPAC IPO
2021-02-26,STPC,Est. Split
2021-02-27,BLTS,Est. Split
2021-02-27,INKA,Est. Split
2021-02-27,IVAN,Est. Split
2021-02-27,OMEG,Est. Split
2021-02-27,PPGH,Est. Split
2021-02-27,VCKA,Est. Split
2021-02-27,VTIQ,Est. Split
2021-02-28,AGCB,Est. Split
2021-02-28,EPHY,Est. Split
2021-02-28,EPWR,Est. Split
2021-02-28,KLAQ,Est. Split
2021-02-28,LWAC,Est. Split
2021-02-28,MCAD,Est. Split
2021-02-28,PACX,Est. Split
2021-02-28,PAQC,Est. Split
2021-02-28,POW,Est. Split
2021-02-28,PRSR,Est. Split
2021-02-28,SVFA,Est. Split
2021-02-28,SWBK,Est. Split
