date,ticker,action
2021-02-01,AAC,Priced SPAC IPO
2021-02-01,APPHQ,Listed De-SPAC
2021-02-01,MDH,Priced SPAC IPO
2021-02-01,NRAC,Priced SPAC IPO
2021-02-01,THMA,Priced SPAC IPO
2021-02-01,TVAC,Est. Split
2021-02-02,GHAC,Priced SPAC IPO
2021-02-02,JWSMF,Priced SPAC IPO
2021-02-02,KRNL,Priced SPAC IPO
2021-02-02,PRPC,Priced SPAC IPO
2021-02-02,TMAC,Priced SPAC IPO
2021-02-03,ACII,Priced SPAC IPO
2021-02-03,ASAX,Priced SPAC IPO
2021-02-03,CENH,Priced SPAC IPO
2021-02-03,ITQ,Priced SPAC IPO
2021-02-03,NXU,Priced SPAC IPO
2021-02-04,ADN,Listed De-SPAC
2021-02-04,ATA,Est. Split
2021-02-04,ATMR,Priced SPAC IPO
2021-02-04,COVA,Priced SPAC IPO
2021-02-04,CPUH,Priced SPAC IPO
2021-02-04,FWAA,Priced SPAC IPO
2021-02-04,GSQD,Priced SPAC IPO
2021-02-04,JOFF,Priced SPAC IPO
2021-02-04,MRAC,Est. Split
2021-02-04,QFTA,Priced SPAC IPO
2021-02-04,RMGCF,Priced SPAC IPO
2021-02-04,SDAC,Priced SPAC IPO
2021-02-04,TBCP,Priced SPAC IPO
2021-02-05,BLUW2,Est. Split
2021-02-05,ETWO,Listed De-SPAC
2021-02-05,GMTX,Listed De-SPAC
2021-02-05,HHLA,Priced SPAC IPO
2021-02-05,KINZ,Est. Split
2021-02-05,KURI,Priced SPAC IPO
2021-02-06,CCV,Est. Split
2021-02-06,COOL,Est. Split
2021-02-07,DUNE,Est. Split
2021-02-07,GFX,Est. Split
2021-02-07,IIII,Est. Split
2021-02-07,SCOA,Est. Split
2021-02-07,SVOK,Est. Split
2021-02-08,ADRA,Priced SPAC IPO
2021-02-08,CPTK,Priced SPAC IPO
2021-02-08,ENNV,Priced SPAC IPO
2021-02-08,EVOJ,Priced SPAC IPO
2021-02-08,GIG,Priced SPAC IPO
2021-02-08,MTAC,Est. Split
2021-02-08,PICC,Priced SPAC IPO
2021-02-08,PMGM,Priced SPAC IPO
2021-02-08,SPAQ,Priced SPAC IPO
2021-02-08,VENA,Priced SPAC IPO
2021-02-09,APGB,Priced SPAC IPO
2021-02-09,FORE,Priced SPAC IPO
2021-02-09,LGAC,Priced SPAC IPO
2021-02-09,MILE,Listed De-SPAC
2021-02-09,PGRW,Priced SPAC IPO
2021-02-09,SCOB,Priced SPAC IPO
2021-02-09,XPDI,Priced SPAC IPO
2021-02-10,IACB,Priced SPAC IPO
2021-02-10,NUVB,Listed De-SPAC
2021-02-10,PLBY,Listed De-SPAC
2021-02-10,PUCK,Priced SPAC IPO
2021-02-11,ACKIT,Est. Split
2021-02-11,CHAA,Priced SPAC IPO
2021-02-11,RCLF,Priced SPAC IPO
2021-02-11,SCLE,Priced SPAC IPO
2021-02-11,SLAC,Priced SPAC IPO
2021-02-11,TCAC,Priced SPAC IPO
2021-02-11,TSIB,Priced SPAC IPO
2021-02-12,BITE,Priced SPAC IPO
2021-02-12,CCVI,Priced SPAC IPO
2021-02-12,CFIV,Est. Split
2021-02-12,CVII,Priced SPAC IPO
2021-02-12,HCAR,Est. Split
2021-02-12,VII,Est. Split
2021-02-13,VHAQ,Est. Split
2021-02-13,VTAQ,Est. Split
2021-02-15,MSAC,Priced SPAC IPO
