date,ticker,action
2021-05-01,AGGR,Est. Split
2021-05-01,ATSPT,Est. Split
2021-05-01,FRON,Est. Split
2021-05-01,GAPA,Est. Split
2021-05-01,LCAA,Est. Split
2021-05-01,PTOC,Est. Split
2021-05-01,SPKB,Est. Split
2021-05-01,VAQC,Est. Split
2021-05-02,CFFE,Est. Split
2021-05-02,FTPA,Est. Split
2021-05-02,GTPA,Est. Split
2021-05-02,GTPB,Est. Split
2021-05-02,OTAC,Priced SPAC IPO
2021-05-02,ROSS,Est. Split
2021-05-02,SCAQ,Est. Split
2021-05-03,VLAT,Priced SPAC IPO
2021-05-04,MAQC,Priced SPAC IPO
2021-05-05,SKIN,Listed De-SPAC
2021-05-06,DKDCA,Priced SPAC IPO
2021-05-06,EBAC,Est. Split
2021-05-06,FVIV,Est. Split
2021-05-06,FZT,Est. Split
2021-05-06,LEVGQ,Listed De-SPAC
2021-05-06,PLMI,Est. Split
2021-05-06,RTPY,Est. Split
2021-05-06,WALD2,Est. Split
2021-05-06,ZEVY,Listed De-SPAC
2021-05-07,ATHN,Est. Split
2021-05-07,BGSX,Est. Split
2021-05-07,BRIV,Priced SPAC IPO
2021-05-07,GAMC,Est. Split
2021-05-07,KSI,Est. Split
2021-05-07,SRTA,Listed De-SPAC
2021-05-08,AAQC,Est. Split
2021-05-08,AMAO,Est. Split
2021-05-08,FMIV,Est. Split
2021-05-08,GXII,Est. Split
2021-05-08,KAHC,Est. Split
2021-05-08,REVH,Est. Split
2021-05-08,TETC,Est. Split
2021-05-09,AFAQ,Est. Split
2021-05-09,BYTS,Est. Split
2021-05-09,GGMC,Est. Split
2021-05-09,LDHA,Est. Split
2021-05-09,LVRA,Est. Split
2021-05-09,RACB,Est. Split
2021-05-10,LGV,Est. Split
2021-05-12,MBTC,Est. Split
2021-05-12,ORIA,Priced SPAC IPO
2021-05-13,DGNU,Est. Split
2021-05-13,GGPI,Est. Split
2021-05-13,GLHA,Est. Split
2021-05-13,LEGA,Est. Split
2021-05-13,NBST,Est. Split
2021-05-13,NGCA,Est. Split
2021-05-13,OSI,Priced SPAC IPO
2021-05-13,STRE,Est. Split
2021-05-13,VGII,Est. Split
2021-05-14,ACTD,Est. Split
2021-05-14,ARTA,Priced SPAC IPO
2021-05-14,CRZN,Est. Split
2021-05-14,DCRC,Est. Split
2021-05-14,DISA,Est. Split
2021-05-14,OPA,Est. Split
2021-05-14,RKTA,Est. Split
2021-05-14,TBSA,Est. Split
2021-05-15,KVSB,Est. Split
2021-05-15,KVSC,Est. Split
2021-05-15,LCA,Est. Split
2021-05-15,MSDA,Est. Split
2021-05-17,MCAE,Priced SPAC IPO
2021-05-18,CPAR,Priced SPAC IPO
2021-05-18,GIW,Priced SPAC IPO
2021-05-18,POND,Priced SPAC IPO
2021-05-18,RAM,Priced SPAC IPO
2021-05-18,SKYA,Priced SPAC IPO
2021-05-20,GFOR,Priced SPAC IPO
2021-05-20,OWL,Listed De-SPAC
2021-05-21,TWOA,Est. Split
2021-05-24,FWAC,Priced SPAC IPO
2021-05-25,DYNS,Priced SPAC IPO
2021-05-25,NRXP,Listed De-SPAC
2021-05-25,PSPC,Priced SPAC IPO
2021-05-26,EGGF,Priced SPAC IPO
2021-05-27,ACBA,Est. Split
2021-05-28,SOFI,Listed De-SPAC
2021-05-29,CMLT,Est. Split
2021-05-29,MPAC,Est. Split
2021-05-29,PANA,Est. Split
2021-05-30,ADF,Est. Split
2021-05-30,GLSPT,Est. Split
2021-05-30,TIOA,Est. Split
2021-05-30,TPGS,Est. Split
