date,ticker,action
2025-07-01,CCII,Priced SPAC IPO
2025-07-01,HBNB,Listed De-SPAC
2025-07-01,INAC,Priced SPAC IPO
2025-07-01,NMP,Priced SPAC IPO
2025-07-01,VNME,Priced SPAC IPO
2025-07-02,EVAC,Priced SPAC IPO
2025-07-02,ONCH,Priced SPAC IPO
2025-07-02,ORIQ,Priced SPAC IPO
2025-07-02,TVAI,Est. Split
2025-07-07,CCCX,Est. Split
2025-07-07,GMFI,Extension Vote
2025-07-07,WENN,Est. Split
2025-07-08,BKHA,Extension Vote
2025-07-08,SPKL,Extension Vote
2025-07-09,GTERA,Priced SPAC IPO
2025-07-10,YOUL,Listed De-SPAC
2025-07-11,OYSE,Est. Split
2025-07-11,PCAP,Est. Split
2025-07-11,PFSA,Listed De-SPAC
2025-07-15,CLBR,Merger Vote
2025-07-15,PLMJF,Extension Vote
2025-07-15,SPEG,Priced SPAC IPO
2025-07-15,VWAV,Listed De-SPAC
2025-07-16,PEW,Listed De-SPAC
2025-07-16,SOCA,Priced SPAC IPO
2025-07-17,PAII,Priced SPAC IPO
2025-07-21,BLUAF,Extension Vote
2025-07-21,JENA,Est. Split
2025-07-21,KCHV,Est. Split
2025-07-21,WTG,Est. Split
2025-07-22,KVAC,Extension Vote
2025-07-24,HYAC,Extension Vote
2025-07-25,GTERA,Est. Split
2025-07-25,MCGA,Est. Split
2025-07-28,CSLMF,Merger Vote
2025-07-30,APAD,Priced SPAC IPO
2025-07-30,ASCBF,Extension Vote
2025-07-30,INAC,Est. Split
2025-07-31,BCAR,Priced SPAC IPO
2025-07-31,BLUW,Est. Split
