date,ticker,action
2022-01-03,IOAC,Est. Split
2022-01-03,IRRX,Est. Split
2022-01-03,LGST,Est. Split
2022-01-03,MCAG,Est. Split
2022-01-03,RNER,Est. Split
2022-01-03,VMGA,Est. Split
2022-01-04,VPCC,Merger Vote
2022-01-05,CRTAF,Priced SPAC IPO
2022-01-05,DAVE,Listed De-SPAC
2022-01-05,ROCL,Est. Split
2022-01-06,PAIC,Merger Vote
2022-01-06,SCRM,Priced SPAC IPO
2022-01-07,CXAC,Priced SPAC IPO
2022-01-07,ENCP,Est. Split
2022-01-07,JWAC,Est. Split
2022-01-07,VBOC,Priced SPAC IPO
2022-01-08,LFAC,Est. Split
2022-01-08,NETC,Est. Split
2022-01-08,SGII,Est. Split
2022-01-08,SUAC,Est. Split
2022-01-10,ALOR,Est. Split
2022-01-10,BLEU,Est. Split
2022-01-10,CREC,Est. Split
2022-01-10,FTAA,Est. Split
2022-01-10,IFIN,Est. Split
2022-01-10,NFNT,Est. Split
2022-01-10,ZING,Est. Split
2022-01-11,BRAC,Priced SPAC IPO
2022-01-11,CPSR,Merger Vote
2022-01-11,REVB,Listed De-SPAC
2022-01-12,DAOO,Est. Split
2022-01-12,GHIX,Priced SPAC IPO
2022-01-12,ITAQ,Priced SPAC IPO
2022-01-12,VCXB,Priced SPAC IPO
2022-01-12,WAVS,Priced SPAC IPO
2022-01-13,CSLMF,Priced SPAC IPO
2022-01-13,DCFCQ,Listed De-SPAC
2022-01-13,GDNR,Est. Split
2022-01-13,LAX,Est. Split
2022-01-13,LGTO,Est. Split
2022-01-13,WNNR,Priced SPAC IPO
2022-01-14,ACAB,Priced SPAC IPO
2022-01-14,EVCO,Est. Split
2022-01-14,GLSHQ,Listed De-SPAC
2022-01-14,GMII,Merger Vote
2022-01-14,MAAQ,Est. Split
2022-01-14,PPYA,Priced SPAC IPO
2022-01-14,VHNA,Est. Split
2022-01-15,BRD,Est. Split
2022-01-18,ALSAF,Est. Split
2022-01-18,SONDQ,Listed De-SPAC
2022-01-18,TETEF,Priced SPAC IPO
2022-01-18,WELNF,Est. Split
2022-01-19,AIBAF,Priced SPAC IPO
2022-01-19,VMAC,Merger Vote
2022-01-19,XPDI,Merger Vote
2022-01-20,BYN,Priced SPAC IPO
2022-01-20,CNGL,Est. Split
2022-01-20,CORZ,Listed De-SPAC
2022-01-20,DUET,Priced SPAC IPO
2022-01-20,GAQ,Priced SPAC IPO
2022-01-20,TREB,Merger Vote
2022-01-20,WTMA,Est. Split
2022-01-21,CMCAF,Est. Split
2022-01-21,HCMA,Priced SPAC IPO
2022-01-21,HMA,Priced SPAC IPO
2022-01-21,KNSW,Priced SPAC IPO
2022-01-21,NVAC,Est. Split
2022-01-21,TLGYF,Est. Split
2022-01-22,PACI,Est. Split
2022-01-24,BIOS,Est. Split
2022-01-24,BOCN,Est. Split
2022-01-24,BPAC,Est. Split
2022-01-24,CFV,Merger Vote
2022-01-24,GEEX,Est. Split
2022-01-24,STET,Est. Split
2022-01-24,UTAA,Est. Split
2022-01-25,KYCH,Priced SPAC IPO
2022-01-25,LATG,Priced SPAC IPO
2022-01-25,SATL,Listed De-SPAC
2022-01-25,SKYH,Listed De-SPAC
2022-01-25,YSAC,Merger Vote
2022-01-26,SEAH,Merger Vote
2022-01-27,APXIF,Est. Split
2022-01-27,SGHC,Listed De-SPAC
2022-01-27,SST,Listed De-SPAC
2022-01-28,ATEK,Est. Split
2022-01-28,GLLI,Est. Split
2022-01-28,MTVC,Est. Split
2022-01-30,GGAAF,Est. Split
2022-01-30,HORI,Est. Split
2022-01-30,IGTA,Est. Split
2022-01-30,SCUA,Est. Split
2022-01-31,BWAQ,Priced SPAC IPO
2022-01-31,CCAC,Merger Vote
2022-01-31,FRBN,Est. Split
2022-01-31,FXCO,Est. Split
2022-01-31,GFGD,Est. Split
2022-01-31,HAIAF,Est. Split
2022-01-31,PORT,Est. Split
2022-01-31,RJAC,Est. Split
2022-01-31,TCOA,Est. Split
2022-01-31,TGAAF,Est. Split
2022-01-31,XPDB,Est. Split
