date,ticker,action
2023-08-01,ACAX,Merger Vote
2023-08-01,ALUR,Listed De-SPAC
2023-08-01,CPUH,Extension Vote
2023-08-01,ELIQQ,Listed De-SPAC
2023-08-02,ESGL,Listed De-SPAC
2023-08-02,HMAC,Merger Vote
2023-08-04,TBCP,Extension Vote
2023-08-07,ASPA,Extension Vote
2023-08-07,GSDI,Extension Vote
2023-08-07,OXAC,Merger Vote
2023-08-08,DSY,Extension Vote
2023-08-08,MTAC,Merger Vote
2023-08-08,PLTN,Extension Vote
2023-08-09,HHLA,Extension Vote
2023-08-10,BSAQ,Merger Vote
2023-08-10,FWAC,Merger Vote
2023-08-10,JTAI,Listed De-SPAC
2023-08-10,TLSI,Listed De-SPAC
2023-08-11,AURC,Merger Vote
2023-08-11,DKDCA,Extension Vote
2023-08-11,JGGC,Extension Vote
2023-08-11,PICC,Extension Vote
2023-08-14,SGII,Extension Vote
2023-08-14,VFS,Listed De-SPAC
2023-08-15,KCGI,Extension Vote
2023-08-16,MACA,Extension Vote
2023-08-16,PNAC,Merger Vote
2023-08-17,ABLV,Listed De-SPAC
2023-08-17,BOWN,Est. Split
2023-08-18,FGMC2,Merger Vote
2023-08-18,FSRX,Extension Vote
2023-08-18,NNAG,Priced SPAC IPO
2023-08-21,BUJA,Est. Split
2023-08-22,NFNT,Extension Vote
2023-08-22,PEPL,Extension Vote
2023-08-22,VHNA,Extension Vote
2023-08-23,BETR,Listed De-SPAC
2023-08-24,CFFE,Merger Vote
2023-08-25,ICCT,Listed De-SPAC
2023-08-25,NCNCF,Listed De-SPAC
2023-08-25,VHNA,Merger Vote
2023-08-28,BEEP,Listed De-SPAC
2023-08-28,FLAG,Merger Vote
2023-08-29,FLME,Extension Vote
2023-08-29,SOC,Extension Vote
2023-08-31,GGAAF,Extension Vote
2023-08-31,NSTC,Extension Vote
2023-08-31,NSTD,Extension Vote
