date,ticker,action
2021-12-01,ADF,Merger Vote
2021-12-01,CMCAF,Priced SPAC IPO
2021-12-01,ENER,Est. Split
2021-12-01,GRAB,Listed De-SPAC
2021-12-01,PACI,Priced SPAC IPO
2021-12-01,ROCL,Priced SPAC IPO
2021-12-01,TLGYF,Priced SPAC IPO
2021-12-01,UTAA,Priced SPAC IPO
2021-12-02,ENFA,Merger Vote
2021-12-02,GEEX,Priced SPAC IPO
2021-12-02,HGTY,Listed De-SPAC
2021-12-03,BIOS,Priced SPAC IPO
2021-12-03,BOCN,Priced SPAC IPO
2021-12-03,BPAC,Priced SPAC IPO
2021-12-03,BZFD,Listed De-SPAC
2021-12-03,DMYQ,Merger Vote
2021-12-03,FATP,Est. Split
2021-12-03,FORE,Merger Vote
2021-12-03,GIG,Merger Vote
2021-12-03,PEARQ,Listed De-SPAC
2021-12-03,PIII,Listed De-SPAC
2021-12-03,STET,Priced SPAC IPO
2021-12-05,BMAC,Est. Split
2021-12-05,TRIS,Est. Split
2021-12-06,AVHI,Est. Split
2021-12-06,CBAH,Merger Vote
2021-12-06,CDAQF,Est. Split
2021-12-06,FOUN,Est. Split
2021-12-06,ROSE,Est. Split
2021-12-06,SANB,Est. Split
2021-12-06,VCSA,Listed De-SPAC
2021-12-07,APXIF,Priced SPAC IPO
2021-12-07,BBAI,Listed De-SPAC
2021-12-07,DAOO,Priced SPAC IPO
2021-12-07,DCRC,Merger Vote
2021-12-07,DGNS,Merger Vote
2021-12-07,GLLI,Priced SPAC IPO
2021-12-07,JWAC,Priced SPAC IPO
2021-12-07,MTVC,Priced SPAC IPO
2021-12-07,PL,Listed De-SPAC
2021-12-07,SVOK,Merger Vote
2021-12-08,BOXD,Listed De-SPAC
2021-12-08,CVT,Listed De-SPAC
2021-12-08,FNVTF,Est. Split
2021-12-08,SLDP,Listed De-SPAC
2021-12-08,THAC,Est. Split
2021-12-09,AMPS,Listed De-SPAC
2021-12-09,ARIZ,Est. Split
2021-12-09,ENTF,Est. Split
2021-12-09,GGAAF,Priced SPAC IPO
2021-12-09,HORI,Priced SPAC IPO
2021-12-09,IGTA,Priced SPAC IPO
2021-12-09,PEPL,Est. Split
2021-12-09,RJAC,Priced SPAC IPO
2021-12-09,SCUA,Priced SPAC IPO
2021-12-09,TGAAF,Priced SPAC IPO
2021-12-09,WELNF,Priced SPAC IPO
2021-12-10,ACAQ,Est. Split
2021-12-10,ATEK,Priced SPAC IPO
2021-12-10,BMAQ,Est. Split
2021-12-10,FEXD,Est. Split
2021-12-10,FRBN,Priced SPAC IPO
2021-12-10,FXCO,Priced SPAC IPO
2021-12-10,GFGD,Priced SPAC IPO
2021-12-10,HAIAF,Priced SPAC IPO
2021-12-10,NCAC,Est. Split
2021-12-10,PORT,Priced SPAC IPO
2021-12-10,SMAP,Est. Split
2021-12-10,TCOA,Priced SPAC IPO
2021-12-10,WWAC,Est. Split
2021-12-10,XPDB,Priced SPAC IPO
2021-12-11,AXH,Est. Split
2021-12-11,ESAC,Est. Split
2021-12-11,GOGN,Est. Split
2021-12-12,NHIC,Est. Split
2021-12-12,XFIN,Est. Split
2021-12-13,ALSAF,Priced SPAC IPO
2021-12-13,BRKH,Priced SPAC IPO
2021-12-13,GTAC,Est. Split
2021-12-13,ICNC,Est. Split
2021-12-13,MBSC,Est. Split
2021-12-13,PGSS,Est. Split
2021-12-13,YAC,Merger Vote
2021-12-14,BSN,Merger Vote
2021-12-14,FST,Extension Vote
2021-12-14,ISOS,Merger Vote
2021-12-14,KACLF,Priced SPAC IPO
2021-12-14,SSU,Listed De-SPAC
2021-12-15,AHRN,Priced SPAC IPO
2021-12-15,BFACF,Priced SPAC IPO
2021-12-15,EVE,Priced SPAC IPO
2021-12-15,IIAC,Merger Vote
2021-12-15,IVCBF,Priced SPAC IPO
2021-12-15,IVCP,Priced SPAC IPO
2021-12-15,LUCK,Listed De-SPAC
2021-12-15,PRLH,Priced SPAC IPO
2021-12-16,ADRT,Priced SPAC IPO
2021-12-16,CFFS,Priced SPAC IPO
2021-12-16,CMLT,Merger Vote
2021-12-16,EVTL,Listed De-SPAC
2021-12-16,FLDD,Priced SPAC IPO
2021-12-16,INTE,Est. Split
2021-12-16,SACQF,Priced SPAC IPO
2021-12-17,APCA,Priced SPAC IPO
2021-12-17,EQRX,Listed De-SPAC
2021-12-17,PHYTF,Est. Split
2021-12-17,RCAC,Priced SPAC IPO
2021-12-17,ZGN,Listed De-SPAC
2021-12-18,DMAQ,Est. Split
2021-12-18,LVAC,Est. Split
2021-12-18,OHAA,Est. Split
2021-12-18,USCTF,Est. Split
2021-12-19,FIAC,Est. Split
2021-12-19,PCCT,Est. Split
2021-12-20,AEAE,Est. Split
2021-12-20,ARCK,Est. Split
2021-12-20,NVAC,Priced SPAC IPO
2021-12-20,PEGR,Est. Split
2021-12-20,SCMA,Est. Split
2021-12-20,SEDA,Est. Split
2021-12-21,ATMR,Merger Vote
2021-12-21,EUSG,Merger Vote
2021-12-21,HCAQ,Merger Vote
2021-12-21,LSPR,Priced SPAC IPO
2021-12-21,MACQ,Merger Vote
2021-12-21,SAGA,Priced SPAC IPO
2021-12-22,ADTH,Listed De-SPAC
2021-12-22,GDNR,Priced SPAC IPO
2021-12-22,HYPR,Listed De-SPAC
2021-12-23,ADSE,Listed De-SPAC
2021-12-23,AOGO,Priced SPAC IPO
2021-12-23,DBDR,Merger Vote
2021-12-23,FATH,Listed De-SPAC
2021-12-23,FSII,Merger Vote
2021-12-23,SVNA,Est. Split
2021-12-23,VSAC,Est. Split
2021-12-25,MLAI,Est. Split
2021-12-25,ONYX,Est. Split
2021-12-26,JUN,Est. Split
2021-12-26,LIBY,Est. Split
2021-12-26,LION3,Est. Split
2021-12-26,TOAC,Est. Split
2021-12-27,ACDI,Est. Split
2021-12-27,ADAL,Est. Split
2021-12-27,CMPO,Listed De-SPAC
2021-12-27,CNDB,Est. Split
2021-12-27,FRLA,Est. Split
2021-12-27,IQMD,Est. Split
2021-12-27,MCAA,Est. Split
2021-12-27,MPRA,Est. Split
2021-12-27,NPAB,Est. Split
2021-12-27,PRDS,Listed De-SPAC
2021-12-27,RRACF,Est. Split
2021-12-27,SHCA,Est. Split
2021-12-27,TRAQ,Est. Split
2021-12-27,WTMA,Priced SPAC IPO
2021-12-28,ATHN,Merger Vote
2021-12-28,NGCA,Merger Vote
2021-12-29,VORB,Listed De-SPAC
2021-12-30,APNC,Est. Split
2021-12-30,CCTSF,Est. Split
2021-12-30,DHAC,Est. Split
2021-12-30,DPCS,Est. Split
2021-12-30,GMFI,Priced SPAC IPO
2021-12-30,HLGN,Listed De-SPAC
2021-12-30,HTAQ,Est. Split
2021-12-30,LGVC,Est. Split
2021-12-31,AFAC,Est. Split
2021-12-31,BCSA,Est. Split
2021-12-31,CBRRF,Est. Split
2021-12-31,GVCI,Est. Split
2021-12-31,OLIT,Est. Split
2021-12-31,RCFAF,Est. Split
