date,ticker,action
2020-07-01,HOFV,Listed De-SPAC
2020-07-01,IMTX,Listed De-SPAC
2020-07-01,PANA,Priced SPAC IPO
2020-07-02,CPSR,Priced SPAC IPO
2020-07-05,GIK,Est. Split
2020-07-05,JWS,Est. Split
2020-07-06,NOVS,Est. Split
2020-07-08,RACA,Priced SPAC IPO
2020-07-11,BMRG,Est. Split
2020-07-12,LGVW,Est. Split
2020-07-13,PTK,Priced SPAC IPO
2020-07-14,AACQ,Priced SPAC IPO
2020-07-15,DEH,Priced SPAC IPO
2020-07-15,DMSLQ,Listed De-SPAC
2020-07-15,MLAC,Priced SPAC IPO
2020-07-16,HPX,Priced SPAC IPO
2020-07-17,DFHT,Priced SPAC IPO
2020-07-18,WPF,Est. Split
2020-07-22,PSAC,Priced SPAC IPO
2020-07-22,PSTH,Priced SPAC IPO
2020-07-23,ERES,Priced SPAC IPO
2020-07-23,GRCY,Priced SPAC IPO
2020-07-24,ACND,Priced SPAC IPO
2020-07-27,ARYB,Est. Split
2020-07-27,MCAC,Est. Split
2020-07-28,ACEV,Priced SPAC IPO
2020-07-30,CCIV,Priced SPAC IPO
2020-07-31,ETAC,Priced SPAC IPO
2020-07-31,HEC,Est. Split
2020-07-31,NHIC,Priced SPAC IPO
2020-07-31,PRPB,Priced SPAC IPO
