date,ticker,action
2020-08-04,HSAQ,Priced SPAC IPO
2020-08-04,YAC,Priced SPAC IPO
2020-08-05,BOWX,Priced SPAC IPO
2020-08-05,GOAC,Priced SPAC IPO
2020-08-05,GRSV,Priced SPAC IPO
2020-08-05,HOL,Priced SPAC IPO
2020-08-05,KSMT,Priced SPAC IPO
2020-08-06,ARYA,Priced SPAC IPO
2020-08-07,VMAC,Priced SPAC IPO
2020-08-08,TREB,Est. Split
2020-08-12,FAII,Priced SPAC IPO
2020-08-12,FSDC,Priced SPAC IPO
2020-08-12,RBAC,Priced SPAC IPO
2020-08-13,DGNR,Priced SPAC IPO
2020-08-13,DMYD,Priced SPAC IPO
2020-08-13,LCAP,Priced SPAC IPO
2020-08-15,BRLI,Est. Split
2020-08-17,AONE,Priced SPAC IPO
2020-08-17,FUSE2,Est. Split
2020-08-17,KCAC,Est. Split
2020-08-17,NGA,Priced SPAC IPO
2020-08-17,STPK,Priced SPAC IPO
2020-08-18,BFT,Priced SPAC IPO
2020-08-18,FIII,Priced SPAC IPO
2020-08-20,CLA,Priced SPAC IPO
2020-08-20,FST,Priced SPAC IPO
2020-08-20,HZAC,Priced SPAC IPO
2020-08-21,GSAH,Est. Split
2020-08-22,PANA,Est. Split
2020-08-23,CPSR,Est. Split
2020-08-24,HPK,Listed De-SPAC
2020-08-25,FTOC,Priced SPAC IPO
2020-08-26,BTAQ,Priced SPAC IPO
2020-08-27,CFII,Priced SPAC IPO
2020-08-28,GB,Listed De-SPAC
2020-08-28,UTZ,Listed De-SPAC
2020-08-29,RACA,Est. Split
