date,ticker,action
2025-10-01,KRSP,Priced SPAC IPO
2025-10-01,RACY,Extension Vote
2025-10-01,UCFI,Listed De-SPAC
2025-10-01,YCY,Priced SPAC IPO
2025-10-02,HVMC,Est. Split
2025-10-02,MKLY,Est. Split
2025-10-02,SSEA,Est. Split
2025-10-03,AIIA,Priced SPAC IPO
2025-10-03,CRTAF,Extension Vote
2025-10-03,RNGT,Priced SPAC IPO
2025-10-06,AFAR,Extension Vote
2025-10-06,GIW,Priced SPAC IPO
2025-10-07,GLLI,Merger Vote
2025-10-07,GSRT,Merger Vote
2025-10-07,LKSP,Priced SPAC IPO
2025-10-08,OAKU,Extension Vote
2025-10-08,TLNC,Est. Split
2025-10-09,IGTA,Extension Vote
2025-10-10,HAIAF,Extension Vote
2025-10-10,IXAQF,Extension Vote
2025-10-10,NKLR,Listed De-SPAC
2025-10-12,CEPF,Est. Split
2025-10-14,CSLMF,Extension Vote
2025-10-15,HUDA,Extension Vote
2025-10-15,SVIIF,Extension Vote
2025-10-16,BDCI,Est. Split
2025-10-17,MBVI,Est. Split
2025-10-20,GSRF,Est. Split
2025-10-20,HOND,Merger Vote
2025-10-22,ALIS,Priced SPAC IPO
2025-10-22,DTSQ,Extension Vote
2025-10-22,EMIS,Est. Split
2025-10-22,YOTA,Extension Vote
2025-10-23,FUSE,Listed De-SPAC
2025-10-23,HAVAU,Priced SPAC IPO
2025-10-23,MMTXU,Priced SPAC IPO
2025-10-24,LAFA,Priced SPAC IPO
2025-10-27,AIMTF,Extension Vote
2025-10-27,ASPC,Extension Vote
2025-10-27,GIW,Est. Split
2025-10-27,HSPOF,Extension Vote
2025-10-28,APXT,Priced SPAC IPO
2025-10-29,CBRRF,Extension Vote
2025-10-29,CLRCF,Extension Vote
2025-10-29,DYOR,Priced SPAC IPO
2025-10-29,IMSR,Listed De-SPAC
2025-10-29,YCY,Est. Split
2025-10-30,DNMX,Priced SPAC IPO
2025-10-31,ALPS,Listed De-SPAC
2025-10-31,BLZR,Est. Split
2025-10-31,CCTSF,Extension Vote
2025-10-31,INTE,Extension Vote
2025-10-31,VACI,Priced SPAC IPO
