date,ticker,action
2024-04-01,LGVC,Merger Vote
2024-04-02,FAASF,Listed De-SPAC
2024-04-03,NIVF,Listed De-SPAC
2024-04-04,ZOOZ,Listed De-SPAC
2024-04-05,HLXB,Est. Split
2024-04-09,ACAC,Extension Vote
2024-04-09,LION,Extension Vote
2024-04-09,SCRM,Extension Vote
2024-04-12,DYCQ,Est. Split
2024-04-12,RWOD,Merger Vote
2024-04-16,AILEQ,Listed De-SPAC
2024-04-16,GAQ,Extension Vote
2024-04-18,FEXD,Extension Vote
2024-04-19,TRTLF,Extension Vote
2024-04-22,PGSS,Merger Vote
2024-04-29,BITE,Merger Vote
2024-04-29,PEGR,Extension Vote
2024-04-30,PLTN,Merger Vote
2024-04-30,SHMD,Listed De-SPAC
2024-04-30,VSAC,Extension Vote
