date,ticker,action
2022-05-02,NUBI,Est. Split
2022-05-02,SMR,Listed De-SPAC
2022-05-03,ASCBF,Priced SPAC IPO
2022-05-03,LNFA,Extension Vote
2022-05-04,PLAOF,Est. Split
2022-05-06,RENEF,Priced SPAC IPO
2022-05-06,ZNTE,Merger Vote
2022-05-08,GDST,Est. Split
2022-05-09,ARTA,Merger Vote
2022-05-09,EVEX,Listed De-SPAC
2022-05-10,GBBK,Priced SPAC IPO
2022-05-10,IVCAF,Priced SPAC IPO
2022-05-10,OTRA,Merger Vote
2022-05-11,MCAC,Priced SPAC IPO
2022-05-13,PNAC,Priced SPAC IPO
2022-05-18,LCAP,Merger Vote
2022-05-18,PRE,Listed De-SPAC
2022-05-19,CMRA,Listed De-SPAC
2022-05-22,RWOD,Est. Split
2022-05-23,MSPR,Listed De-SPAC
2022-05-24,HYAC,Merger Vote
2022-05-25,APSG,Merger Vote
2022-05-27,BTMD,Listed De-SPAC
2022-05-27,GBTG,Listed De-SPAC
2022-05-27,TACA,Extension Vote
2022-05-31,DNQAF,Est. Split
2022-05-31,MSSAF,Est. Split
