date,ticker,action
2025-12-02,BIXI,Priced SPAC IPO
2025-12-02,USCTF,Merger Vote
2025-12-03,BRR,Merger Vote
2025-12-03,CEP,Merger Vote
2025-12-03,DMII,Est. Split
2025-12-03,ESHA,Extension Vote
2025-12-03,EVOX,Est. Split
2025-12-03,GPACU,Priced SPAC IPO
2025-12-03,SBXE.U,Priced SPAC IPO
2025-12-04,AEAQU,Priced SPAC IPO
2025-12-04,CRTAF,Merger Vote
2025-12-04,NWAX.U,Priced SPAC IPO
2025-12-04,SAC.U,Priced SPAC IPO
2025-12-05,ATMC,Merger Vote
2025-12-05,LFACU,Priced SPAC IPO
2025-12-08,BRR,Listed De-SPAC
2025-12-08,TDWD,Est. Split
2025-12-08,WELNF,Merger Vote
2025-12-08,YHNA,Extension Vote
2025-12-09,CRAC,Est. Split
2025-12-09,DSACU,Priced SPAC IPO
2025-12-09,XXI,Listed De-SPAC
2025-12-10,AMCI,Listed De-SPAC
2025-12-10,MESHU,Priced SPAC IPO
2025-12-11,ALSAF,Extension Vote
2025-12-11,BLRKU,Priced SPAC IPO
2025-12-11,KBONU,Priced SPAC IPO
2025-12-12,BAYA,Extension Vote
2025-12-12,BOWN,Extension Vote
2025-12-12,ITHAU,Priced SPAC IPO
2025-12-12,RDAC,Extension Vote
2025-12-12,TWLVU,Priced SPAC IPO
2025-12-12,WELNF,Extension Vote
2025-12-15,DMYY,Extension Vote
2025-12-15,HAVAU,Est. Split
2025-12-15,IRRX,Listed De-SPAC
2025-12-15,MMTXU,Est. Split
2025-12-16,ATMC,Extension Vote
2025-12-16,CNDA,Extension Vote
2025-12-16,CRANU,Priced SPAC IPO
2025-12-17,BIXI,Est. Split
2025-12-17,CCXIU,Priced SPAC IPO
2025-12-17,IRHOU,Priced SPAC IPO
2025-12-17,IVCBF,Extension Vote
2025-12-18,ADACU,Priced SPAC IPO
2025-12-18,LPCVU,Priced SPAC IPO
2025-12-18,VHCPU,Priced SPAC IPO
2025-12-19,U,Priced SPAC IPO
2025-12-19,SACQF,Extension Vote
2025-12-22,COOL,Extension Vote
2025-12-22,IGAC,Est. Split
2025-12-22,PLMJF,Merger Vote
2025-12-23,SCPQU,Priced SPAC IPO
2025-12-23,SVAQU,Priced SPAC IPO
2025-12-23,TRON2,Extension Vote
2025-12-23,WSTN,Est. Split
2025-12-24,SLAMF,Extension Vote
2025-12-26,CEPV,Est. Split
