date,ticker,action
2021-10-01,CNTQ,Est. Split
2021-10-01,DCRD,Est. Split
2021-10-01,DMYS,Priced SPAC IPO
2021-10-01,GATE,Priced SPAC IPO
2021-10-01,MTRY,Priced SPAC IPO
2021-10-01,PONO,Est. Split
2021-10-01,TPBA,Est. Split
2021-10-01,VCXA,Est. Split
2021-10-01,WBX,Listed De-SPAC
2021-10-02,AFTR,Est. Split
2021-10-02,OXAC,Est. Split
2021-10-02,PPHP,Est. Split
2021-10-02,WQGA,Est. Split
2021-10-03,AACI2,Est. Split
2021-10-03,CENQ,Est. Split
2021-10-03,KCGI,Est. Split
2021-10-04,APMI,Est. Split
2021-10-04,JAQC,Est. Split
2021-10-04,LSAQ,Merger Vote
2021-10-05,BHAC,Priced SPAC IPO
2021-10-05,ITAC,Merger Vote
2021-10-05,PBAX,Priced SPAC IPO
2021-10-05,PCX,Priced SPAC IPO
2021-10-05,RNER,Priced SPAC IPO
2021-10-05,STWO,Merger Vote
2021-10-06,AVAC,Priced SPAC IPO
2021-10-06,NFSCF,Priced SPAC IPO
2021-10-06,SNCE,Listed De-SPAC
2021-10-07,ARBE,Listed De-SPAC
2021-10-07,IXAQF,Priced SPAC IPO
2021-10-08,GWH,Listed De-SPAC
2021-10-08,HWKZ,Priced SPAC IPO
2021-10-08,JMAC,Priced SPAC IPO
2021-10-08,LCW,Priced SPAC IPO
2021-10-08,SAMA,Priced SPAC IPO
2021-10-10,BCYP,Merger Vote
2021-10-10,WAVC,Est. Split
2021-10-12,GIAC,Priced SPAC IPO
2021-10-12,LOKB,Merger Vote
2021-10-12,MCAD,Merger Vote
2021-10-13,FATP,Priced SPAC IPO
2021-10-13,MRAC,Merger Vote
2021-10-14,BMAC,Priced SPAC IPO
2021-10-14,HZAC,Merger Vote
2021-10-14,LEGO,Merger Vote
2021-10-14,ROSE,Priced SPAC IPO
2021-10-14,TRIS,Priced SPAC IPO
2021-10-14,VIH,Merger Vote
2021-10-15,AVHI,Priced SPAC IPO
2021-10-15,BKKT,Listed De-SPAC
2021-10-15,CDAQF,Priced SPAC IPO
2021-10-15,ENJY,Listed De-SPAC
2021-10-15,FOUN,Priced SPAC IPO
2021-10-15,PEPL,Priced SPAC IPO
2021-10-15,SANB,Priced SPAC IPO
2021-10-16,CCAI,Est. Split
2021-10-16,SWSS,Est. Split
2021-10-17,MEOA,Est. Split
2021-10-18,SEAT,Listed De-SPAC
2021-10-19,ACAQ,Priced SPAC IPO
2021-10-19,ASTL,Listed De-SPAC
2021-10-19,BMAQ,Priced SPAC IPO
2021-10-19,BOWX,Merger Vote
2021-10-19,ENTF,Priced SPAC IPO
2021-10-19,FEXD,Priced SPAC IPO
2021-10-19,GSAH,Merger Vote
2021-10-19,NVTS,Listed De-SPAC
2021-10-19,SMAP,Priced SPAC IPO
2021-10-20,AXH,Priced SPAC IPO
2021-10-20,ESAC,Priced SPAC IPO
2021-10-20,GOGN,Priced SPAC IPO
2021-10-20,KURI,Merger Vote
2021-10-20,MIR,Listed De-SPAC
2021-10-20,NCAC,Priced SPAC IPO
2021-10-20,SGAM,Merger Vote
2021-10-20,WEWKQ,Listed De-SPAC
2021-10-20,WWAC,Priced SPAC IPO
2021-10-21,BBLN,Listed De-SPAC
2021-10-21,CHWA,Est. Split
2021-10-21,ENER,Priced SPAC IPO
2021-10-21,GTAC,Priced SPAC IPO
2021-10-21,NHIC,Priced SPAC IPO
2021-10-21,REVE,Est. Split
2021-10-21,THAC,Priced SPAC IPO
2021-10-21,XFIN,Priced SPAC IPO
2021-10-22,ICNC,Priced SPAC IPO
2021-10-22,MBSC,Priced SPAC IPO
2021-10-22,PGSS,Priced SPAC IPO
2021-10-22,RDBX,Listed De-SPAC
2021-10-22,SABS,Listed De-SPAC
2021-10-23,CNDA,Est. Split
2021-10-23,DTRT,Est. Split
2021-10-23,INAQ,Est. Split
2021-10-24,OXUS,Est. Split
2021-10-25,DWAC,Est. Split
2021-10-27,DMAQ,Priced SPAC IPO
2021-10-27,GNRS,Merger Vote
2021-10-27,IOAC,Priced SPAC IPO
2021-10-27,LVAC,Priced SPAC IPO
2021-10-27,OHAA,Priced SPAC IPO
2021-10-27,PHYTF,Priced SPAC IPO
2021-10-27,TMTS,Merger Vote
2021-10-27,USCTF,Priced SPAC IPO
2021-10-28,ADAL,Priced SPAC IPO
2021-10-28,BTTX,Listed De-SPAC
2021-10-28,FIAC,Priced SPAC IPO
2021-10-28,NN,Listed De-SPAC
2021-10-28,PCCT,Priced SPAC IPO
2021-10-28,SCMA,Priced SPAC IPO
2021-10-29,AEAE,Priced SPAC IPO
2021-10-29,ARCK,Priced SPAC IPO
2021-10-29,BNNR,Est. Split
2021-10-29,CCTSF,Priced SPAC IPO
2021-10-29,PEGR,Priced SPAC IPO
2021-10-29,SEDA,Priced SPAC IPO
2021-10-29,SEGG,Listed De-SPAC
2021-10-31,FHLT,Est. Split
2021-10-31,FLAG,Est. Split
2021-10-31,SLVR,Est. Split
