date,ticker,action
2023-06-01,DCX,Listed De-SPAC
2023-06-01,EFHT,Extension Vote
2023-06-01,SHUA,Extension Vote
2023-06-02,BIOS,Extension Vote
2023-06-05,IPVF,Extension Vote
2023-06-05,LBBB,Extension Vote
2023-06-05,MTAL,Merger Vote
2023-06-05,NMHI,Extension Vote
2023-06-06,AVAC,Merger Vote
2023-06-06,KVSA,Extension Vote
2023-06-06,RONI,Merger Vote
2023-06-07,BENF,Listed De-SPAC
2023-06-08,NPWR,Listed De-SPAC
2023-06-12,AACT,Est. Split
2023-06-13,EDTX,Extension Vote
2023-06-15,ESHA,Priced SPAC IPO
2023-06-15,MTAL,Listed De-SPAC
2023-06-20,DTI,Listed De-SPAC
2023-06-20,GDNR,Extension Vote
2023-06-22,CFIV,Extension Vote
2023-06-22,FICV,Extension Vote
2023-06-22,GFX,Extension Vote
2023-06-23,ACRO,Extension Vote
2023-06-26,ALCY,Est. Split
2023-06-26,LFAC,Extension Vote
2023-06-26,VII,Extension Vote
2023-06-28,BUJA,Priced SPAC IPO
2023-06-28,GODN,Est. Split
2023-06-28,GSRM,Merger Vote
2023-06-29,ARTE,Extension Vote
2023-06-29,ERES,Merger Vote
2023-06-29,GOGN,Merger Vote
2023-06-29,ROSE,Extension Vote
2023-06-30,BTM,Listed De-SPAC
2023-06-30,MTRY,Extension Vote
2023-06-30,PCCT,Extension Vote
