date,ticker,action
2024-02-01,KRNL,Extension Vote
2024-02-02,AILEQ,Extension Vote
2024-02-02,ARRW,Extension Vote
2024-02-02,CHEA,Merger Vote
2024-02-02,LCAA,Merger Vote
2024-02-02,OXUS,Merger Vote
2024-02-02,STI,Listed De-SPAC
2024-02-05,ARIZ,Extension Vote
2024-02-05,FUFU,Extension Vote
2024-02-05,PTWO,Extension Vote
2024-02-06,CRML,Extension Vote
2024-02-06,LEGT,Priced SPAC IPO
2024-02-06,SZZL,Extension Vote
2024-02-07,BRLS,Listed De-SPAC
2024-02-07,DHAI,Listed De-SPAC
2024-02-08,ATCH,Extension Vote
2024-02-08,CVII,Extension Vote
2024-02-08,PBAX,Merger Vote
2024-02-08,QFTA,Extension Vote
2024-02-09,ATCH,Listed De-SPAC
2024-02-09,OTAC,Merger Vote
2024-02-12,FLME,Merger Vote
2024-02-12,LIBY,Extension Vote
2024-02-13,BITE,Extension Vote
2024-02-13,HLXB,Priced SPAC IPO
2024-02-13,WNNR,Merger Vote
2024-02-14,CERO,Listed De-SPAC
2024-02-14,SOC,Listed De-SPAC
2024-02-14,TVGN,Listed De-SPAC
2024-02-15,AACI2,Extension Vote
2024-02-15,ADRT,Extension Vote
2024-02-15,LBBB,Merger Vote
2024-02-15,SELX,Listed De-SPAC
2024-02-16,ENCP,Extension Vote
2024-02-16,GTIJF,Extension Vote
2024-02-16,IFIN,Extension Vote
2024-02-17,IROH,Est. Split
2024-02-19,RCAC,Extension Vote
2024-02-20,GIA,Merger Vote
2024-02-21,DYCQ,Priced SPAC IPO
2024-02-22,BCG,Extension Vote
2024-02-22,KWAC,Extension Vote
2024-02-22,LOT,Listed De-SPAC
2024-02-22,MBTC,Extension Vote
2024-02-22,SZZL,Merger Vote
2024-02-27,ARYD,Extension Vote
2024-02-27,CNDB,Merger Vote
2024-02-27,CRML,Listed De-SPAC
2024-02-28,ARIZ,Merger Vote
2024-02-28,ENCP,Merger Vote
2024-02-29,FUFU,Listed De-SPAC
