date,ticker,action
2022-09-06,CLAQ,Merger Vote
2022-09-07,CRHC,Extension Vote
2022-09-07,CRHC,Merger Vote
2022-09-07,LAAA,Extension Vote
2022-09-07,TWND,Extension Vote
2022-09-08,GPCO,Merger Vote
2022-09-09,EFHT,Priced SPAC IPO
2022-09-09,KITT,Listed De-SPAC
2022-09-09,SPK,Extension Vote
2022-09-12,HMAC,Est. Split
2022-09-13,FLAG,Extension Vote
2022-09-13,KCAC,Merger Vote
2022-09-14,AMPX,Listed De-SPAC
2022-09-14,DWIN,Extension Vote
2022-09-14,DWIN,Merger Vote
2022-09-14,VTAQ,Merger Vote
2022-09-15,CFVI,Merger Vote
2022-09-15,FOXO,Listed De-SPAC
2022-09-16,HOLO,Listed De-SPAC
2022-09-16,IMPX,Merger Vote
2022-09-16,RUM,Listed De-SPAC
2022-09-19,GLST,Priced SPAC IPO
2022-09-20,HHGC,Extension Vote
2022-09-21,PMVC,Extension Vote
2022-09-21,PRST,Listed De-SPAC
2022-09-22,BOAC,Extension Vote
2022-09-26,MOBV,Est. Split
2022-09-26,PTWO,Est. Split
2022-09-27,LVWR,Listed De-SPAC
2022-09-28,MPAC,Extension Vote
2022-09-28,SHFS,Listed De-SPAC
2022-09-28,THCH,Listed De-SPAC
2022-09-29,ASAQ,Extension Vote
2022-09-29,ESSC,Extension Vote
2022-09-29,IGAC,Extension Vote
2022-09-30,DMYY,Priced SPAC IPO
2022-09-30,EMCGF,Est. Split
2022-09-30,QOMO,Priced SPAC IPO
