date,ticker,action
2022-10-04,AQUC,Priced SPAC IPO
2022-10-06,CNTQ,Merger Vote
2022-10-07,DFLI,Listed De-SPAC
2022-10-11,ACEV,Extension Vote
2022-10-11,GWII,Extension Vote
2022-10-12,MLAC,Extension Vote
2022-10-13,BTWN,Extension Vote
2022-10-13,LUXA,Extension Vote
2022-10-13,SVIIF,Priced SPAC IPO
2022-10-14,AXH,Extension Vote
2022-10-14,HUDA,Priced SPAC IPO
2022-10-14,TENK,Priced SPAC IPO
2022-10-17,HZON,Extension Vote
2022-10-18,LMAO,Merger Vote
2022-10-19,AQUC,Est. Split
2022-10-19,BMAQ,Extension Vote
2022-10-20,ENPC,Merger Vote
2022-10-21,BOAS,Merger Vote
2022-10-21,VENA,Merger Vote
2022-10-24,AHPA,Merger Vote
2022-10-24,EUCR,Extension Vote
2022-10-24,GRNT,Listed De-SPAC
2022-10-25,EDNC,Merger Vote
2022-10-25,IGNY,Merger Vote
2022-10-25,MAAQ,Merger Vote
2022-10-25,PAQC,Merger Vote
2022-10-26,BHSE,Extension Vote
2022-10-26,BHSE,Merger Vote
2022-10-26,CDIO,Listed De-SPAC
2022-10-27,SATX,Listed De-SPAC
2022-10-27,SLNAF,Listed De-SPAC
2022-10-28,COEP,Listed De-SPAC
2022-10-28,ICU,Listed De-SPAC
2022-10-28,PERF,Listed De-SPAC
2022-10-28,SVIIF,Est. Split
2022-10-31,EFHT,Est. Split
