date,ticker,volume
2021-04-23,ASPL,237878
2021-04-23,BLUAF,8221
2021-04-23,CSTAF,114507
2021-04-23,PMVC,310
2021-04-23,PUCK,189535
2021-04-23,SLAMF,9074
2021-04-26,ACIC,219311
2021-04-26,ASPL,258192
2021-04-26,BLUAF,76184
2021-04-26,CSTAF,48091
2021-04-26,PMVC,175
2021-04-26,PUCK,128429
2021-04-26,SLAMF,4217
2021-04-27,ACIC,81986
2021-04-27,ASPL,353674
2021-04-27,BLUAF,6264
2021-04-27,CSTAF,17804
2021-04-27,PMVC,26373
2021-04-27,PUCK,137543
2021-04-27,SLAMF,123477
2021-04-28,ACIC,81200
2021-04-28,ASPL,220150
2021-04-28,BLUAF,100231
2021-04-28,CSTAF,1
2021-04-28,PMVC,11
2021-04-28,PUCK,106333
2021-04-28,SLAMF,887932
2021-04-29,ACIC,108544
2021-04-29,ASPL,117997
2021-04-29,BLUAF,7993
2021-04-29,CSTAF,12687
2021-04-29,PMVC,9316
2021-04-29,PUCK,272062
2021-04-29,SLAMF,16039
2021-04-30,ACIC,235177
2021-04-30,ASPL,102370
2021-04-30,BLUAF,271
2021-04-30,CSTAF,2000
2021-04-30,NBST,1210
2021-04-30,PMVC,8
2021-04-30,PUCK,188770
2021-04-30,SLAMF,12806
2021-05-03,ACIC,188327
2021-05-03,ASPL,226754
2021-05-03,BLUAF,2952
2021-05-03,CSTAF,14852
2021-05-03,NBST,896
2021-05-03,PMVC,7051
2021-05-03,PUCK,501127
2021-05-03,SLAMF,24983
2021-05-04,ACIC,55502
2021-05-04,ASPL,271145
2021-05-04,BLUAF,39489
2021-05-04,CSTAF,1760
2021-05-04,NBST,0
2021-05-04,PMVC,11200
2021-05-04,PUCK,107996
2021-05-04,SLAMF,9743
2021-05-05,ACIC,105105
2021-05-05,ASPL,364700
2021-05-05,BLUAF,1629
2021-05-05,CSTAF,3100
2021-05-05,NBST,6
2021-05-05,PMVC,227
2021-05-05,PUCK,60278
2021-05-05,SLAMF,166123
2021-05-06,ACIC,123053
2021-05-06,ASPL,2093657
2021-05-06,BLUAF,4499
2021-05-06,CSTAF,27
2021-05-06,NBST,100352
2021-05-06,PMVC,442
2021-05-06,PUCK,84083
2021-05-06,SLAMF,61066
2021-05-07,ACIC,51659
2021-05-07,ASPL,400648
2021-05-07,BLUAF,204
2021-05-07,CSTAF,294
2021-05-07,NBST,9818
2021-05-07,PMVC,5690
2021-05-07,PUCK,73950
2021-05-07,SLAMF,5929
2021-05-10,ACIC,106513
2021-05-10,ASPL,471621
2021-05-10,BLUAF,7201
2021-05-10,CSTAF,4947
2021-05-10,NBST,16943
2021-05-10,PMVC,2094
2021-05-10,PUCK,79959
2021-05-10,SLAMF,115164
2021-05-11,ACIC,90168
2021-05-11,ASPL,2278621
2021-05-11,BLUAF,27728
2021-05-11,CSTAF,9430
2021-05-11,NBST,2233
2021-05-11,PMVC,3648
2021-05-11,PUCK,26647
2021-05-11,SLAMF,8043
2021-05-12,ACIC,140462
2021-05-12,ASPL,371791
2021-05-12,BLUAF,6790
2021-05-12,CSTAF,3299
2021-05-12,NBST,48710
2021-05-12,PMVC,1140
2021-05-12,PUCK,3534
2021-05-12,SLAMF,23267
2021-05-13,ACIC,103063
2021-05-13,ASPL,602666
2021-05-13,BLUAF,1
2021-05-13,CSTAF,14764
2021-05-13,NBST,147462
2021-05-13,PMVC,2454
2021-05-13,PUCK,24626
2021-05-13,SLAMF,3335
2021-05-14,ACIC,147198
2021-05-14,ASPL,330018
2021-05-14,BLUAF,202
2021-05-14,CSTAF,11689
2021-05-14,NBST,2483
2021-05-14,PMVC,151
2021-05-14,PUCK,10171
2021-05-14,SLAMF,3669
2021-05-17,ACIC,119743
2021-05-17,ASPL,233366
2021-05-17,BLUAF,3401
2021-05-17,CSTAF,36007
2021-05-17,NBST,2259
2021-05-17,PMVC,4
2021-05-17,PUCK,56098
2021-05-17,SLAMF,154789
2021-05-18,ACIC,103909
2021-05-18,ASPL,458200
2021-05-18,BLUAF,400
2021-05-18,CSTAF,7786
2021-05-18,NBST,1736
2021-05-18,PMVC,89
2021-05-18,PUCK,111762
2021-05-18,SLAMF,289
2021-05-19,ACIC,159952
2021-05-19,ASPL,328896
2021-05-19,BLUAF,0
2021-05-19,CSTAF,521
2021-05-19,NBST,1144
2021-05-19,PMVC,6510
2021-05-19,PUCK,4602
2021-05-19,SLAMF,9073
2021-05-20,ACIC,162546
2021-05-20,ASPL,404581
2021-05-20,BLUAF,2001
2021-05-20,CSTAF,288
2021-05-20,NBST,13366
2021-05-20,PMVC,5172
2021-05-20,PUCK,9500
2021-05-20,SLAMF,12160
2021-05-21,ACIC,67207
2021-05-21,ASPL,433292
2021-05-21,BLUAF,550
2021-05-21,CSTAF,610
2021-05-21,NBST,15808
2021-05-21,PMVC,23615
2021-05-21,PUCK,11525
2021-05-21,SLAMF,161806
2021-05-24,ACIC,180354
2021-05-24,ASPL,336992
2021-05-24,BLUAF,1010
2021-05-24,CSTAF,19
2021-05-24,NBST,7518
2021-05-24,PMVC,6021
2021-05-24,PUCK,3059
2021-05-24,SLAMF,86960
2021-05-25,ACIC,179254
2021-05-25,ASPL,170654
2021-05-25,BLUAF,536
2021-05-25,CSTAF,302
2021-05-25,NBST,7898
2021-05-25,PMVC,32025
2021-05-25,PUCK,8523
2021-05-25,SLAMF,18832
2021-05-26,ACIC,102467
2021-05-26,ASPL,214350
2021-05-26,BLUAF,8971
2021-05-26,CSTAF,2882
2021-05-26,NBST,224638
2021-05-26,PMVC,4731
2021-05-26,PUCK,38444
2021-05-26,SLAMF,5122
2021-05-27,ACIC,107326
2021-05-27,ASPL,353224
2021-05-27,BLUAF,620
2021-05-27,CSTAF,31168
2021-05-27,NBST,73
2021-05-27,PMVC,32310
2021-05-27,PUCK,30305
2021-05-27,SLAMF,10681
2021-05-28,ACIC,68505
2021-05-28,ASPL,225336
2021-05-28,BLUAF,1107
2021-05-28,CSTAF,1550
2021-05-28,NBST,20
2021-05-28,PMVC,58533
2021-05-28,PUCK,33797
2021-05-28,SLAMF,5459
2021-06-01,ACIC,152329
2021-06-01,ASPL,264768
2021-06-01,BLUAF,2360
2021-06-01,CSTAF,3111
2021-06-01,NBST,88520
2021-06-01,PMVC,53315
2021-06-01,PUCK,18729
2021-06-01,SLAMF,8579
2021-06-02,ACIC,70945
2021-06-02,ASPL,179071
2021-06-02,BLUAF,4161
2021-06-02,CSTAF,3259
2021-06-02,NBST,534
2021-06-02,PMVC,58009
2021-06-02,PUCK,15566
2021-06-02,SLAMF,267
2021-06-03,ACIC,90569
2021-06-03,ASPL,216598
2021-06-03,BLUAF,8
2021-06-03,CSTAF,243
2021-06-03,NBST,5765
2021-06-03,PMVC,39208
2021-06-03,PUCK,14140
2021-06-03,SLAMF,1257
2021-06-04,ACIC,78526
2021-06-04,ASPL,149143
2021-06-04,BLUAF,0
2021-06-04,CSTAF,637
2021-06-04,NBST,1642
2021-06-04,PMVC,84947
2021-06-04,PUCK,20265
2021-06-04,SLAMF,169
2021-06-07,ACIC,131328
2021-06-07,ASPL,65218
2021-06-07,BLUAF,110
2021-06-07,CSTAF,759
2021-06-07,MAQC,8000
2021-06-07,NBST,11839
2021-06-07,PMVC,153108
2021-06-07,PUCK,15885
2021-06-07,SLAMF,265
2021-06-08,ACIC,102033
2021-06-08,ASPL,515256
2021-06-08,BLUAF,25
2021-06-08,CSTAF,39
2021-06-08,MAQC,11205
2021-06-08,NBST,4414
2021-06-08,PMVC,220632
2021-06-08,PUCK,31588
2021-06-08,SLAMF,676
2021-06-09,ACIC,115687
2021-06-09,ASPL,202813
2021-06-09,BLUAF,232
2021-06-09,CSTAF,11856
2021-06-09,MAQC,99182
2021-06-09,NBST,47328
2021-06-09,PMVC,66790
2021-06-09,PUCK,8916
2021-06-09,SLAMF,51213
2021-06-10,ACIC,65602
2021-06-10,ASPL,237948
2021-06-10,BLUAF,3075
2021-06-10,CSTAF,19557
2021-06-10,MAQC,2313
2021-06-10,NBST,765
2021-06-10,PMVC,181293
2021-06-10,PUCK,335611
2021-06-10,SLAMF,56852
2021-06-11,ACIC,47044
2021-06-11,ASPL,150199
2021-06-11,BLUAF,12767
2021-06-11,CSTAF,15621
2021-06-11,MAQC,2254
2021-06-11,NBST,3213
2021-06-11,PMVC,9362
2021-06-11,PUCK,280159
2021-06-11,SLAMF,14973
2021-06-14,ACIC,104997
2021-06-14,ASPL,789737
2021-06-14,BLUAF,11
2021-06-14,CSTAF,101
2021-06-14,MAQC,55465
2021-06-14,NBST,448
2021-06-14,PMVC,104722
2021-06-14,PUCK,24323
2021-06-14,SLAMF,688
2021-06-15,ACIC,95513
2021-06-15,ASPL,254673
2021-06-15,BLUAF,5372
2021-06-15,CSTAF,16204
2021-06-15,MAQC,416118
2021-06-15,NBST,214
2021-06-15,PMVC,3405
2021-06-15,PUCK,2272
2021-06-15,SLAMF,551
2021-06-16,ACIC,60602
2021-06-16,ASPL,73184
2021-06-16,BLUAF,10
2021-06-16,CSTAF,127
2021-06-16,MAQC,262944
2021-06-16,NBST,0
2021-06-16,PMVC,2305
2021-06-16,PUCK,19105
2021-06-16,SLAMF,8009
2021-06-17,ACIC,97397
2021-06-17,ASPL,169173
2021-06-17,BLUAF,5288
2021-06-17,CSTAF,14234
2021-06-17,MAQC,260843
2021-06-17,NBST,8222
2021-06-17,PMVC,2589
2021-06-17,PUCK,128401
2021-06-17,SLAMF,4396
2021-06-18,ACIC,220829
2021-06-18,ASPL,360306
2021-06-18,BLUAF,10381
2021-06-18,CSTAF,30159
2021-06-18,MAQC,36444
2021-06-18,NBST,0
2021-06-18,PMVC,3657
2021-06-18,PUCK,57133
2021-06-18,SLAMF,16681
2021-06-21,ACIC,74494
2021-06-21,ASPL,280916
2021-06-21,BLUAF,4
2021-06-21,CSTAF,623
2021-06-21,MAQC,18065
2021-06-21,NBST,994
2021-06-21,PMVC,3135
2021-06-21,PUCK,13668
2021-06-21,SLAMF,89
2021-06-22,ACIC,41864
2021-06-22,ASPL,369605
2021-06-22,BLUAF,6
2021-06-22,CSTAF,1357
2021-06-22,MAQC,14288
2021-06-22,NBST,2162
2021-06-22,PMVC,82
2021-06-22,PUCK,669590
2021-06-22,SLAMF,452
2021-06-23,ACIC,62681
2021-06-23,ASPL,82403
2021-06-23,BLUAF,297
2021-06-23,CSTAF,2233
2021-06-23,MAQC,18
2021-06-23,NBST,1483
2021-06-23,PMVC,35508
2021-06-23,PUCK,67977
2021-06-23,SLAMF,12101
2021-06-24,ACIC,58059
2021-06-24,ASPL,243052
2021-06-24,BLUAF,470
2021-06-24,CSTAF,3307
2021-06-24,MAQC,232
2021-06-24,NBST,9
2021-06-24,PMVC,1214
2021-06-24,PUCK,10801
2021-06-24,SLAMF,632
2021-06-25,ACIC,198788
2021-06-25,ASPL,384609
2021-06-25,BLUAF,516
2021-06-25,CSTAF,902
2021-06-25,MAQC,35
2021-06-25,NBST,2017
2021-06-25,PMVC,2510
2021-06-25,PUCK,4253
2021-06-25,SLAMF,4801
2021-06-28,ACIC,74010
2021-06-28,ASPL,124614
2021-06-28,BLUAF,4834
2021-06-28,CSTAF,189507
2021-06-28,MAQC,210
2021-06-28,NBST,18556
2021-06-28,PMVC,10454
2021-06-28,PUCK,92505
2021-06-28,SLAMF,844
2021-06-29,ACIC,34115
2021-06-29,ASPL,176947
2021-06-29,BLUAF,5783
2021-06-29,CSTAF,1017
2021-06-29,MAQC,1
2021-06-29,NBST,6953
2021-06-29,PMVC,106523
2021-06-29,PUCK,68580
2021-06-29,SLAMF,1929
2021-06-30,ACIC,58770
2021-06-30,ASPL,578787
2021-06-30,BLUAF,3060
2021-06-30,CSTAF,7219
2021-06-30,MAQC,7459
2021-06-30,NBST,2573
2021-06-30,PMVC,1132
2021-06-30,PUCK,39955
2021-06-30,SLAMF,1641
2021-07-01,ACIC,70820
2021-07-01,ASPL,702299
2021-07-01,BLUAF,1426
2021-07-01,CSTAF,8118
2021-07-01,MAQC,15168
2021-07-01,NBST,15926
2021-07-01,PMVC,17322
2021-07-01,PUCK,106966
2021-07-01,SLAMF,2871
2021-07-02,ACIC,72596
2021-07-02,ASPL,196259
2021-07-02,BLUAF,383
2021-07-02,CSTAF,19890
2021-07-02,MAQC,183
2021-07-02,NBST,20323
2021-07-02,PMVC,6878
2021-07-02,PUCK,18205
2021-07-02,SLAMF,5170
2021-07-06,ACIC,192684
2021-07-06,ASPL,1414062
2021-07-06,BLUAF,4247
2021-07-06,CSTAF,934
2021-07-06,MAQC,4235
2021-07-06,NBST,10699
2021-07-06,PMVC,79512
2021-07-06,PUCK,73226
2021-07-06,SLAMF,2062
2021-07-07,ACIC,186118
2021-07-07,ASPL,355234
2021-07-07,BLUAF,2672
2021-07-07,CSTAF,2836
2021-07-07,MAQC,26087
2021-07-07,NBST,51477
2021-07-07,PMVC,1417
2021-07-07,PUCK,27289
2021-07-07,SLAMF,8578
2021-07-08,ACIC,116120
2021-07-08,ASPL,227658
2021-07-08,BLUAF,210401
2021-07-08,CSTAF,2082
2021-07-08,MAQC,6024
2021-07-08,NBST,300
2021-07-08,PMVC,3354
2021-07-08,PUCK,8835
2021-07-08,SLAMF,3945
2021-07-09,ACIC,96828
2021-07-09,ASPL,422485
2021-07-09,BLUAF,5411
2021-07-09,CSTAF,43125
2021-07-09,MAQC,170469
2021-07-09,NBST,2572
2021-07-09,PMVC,14213
2021-07-09,PUCK,31280
2021-07-09,SLAMF,126
2021-07-12,ACIC,69477
2021-07-12,ASPL,401518
2021-07-12,BLUAF,5643
2021-07-12,CSTAF,1790
2021-07-12,MAQC,25700
2021-07-12,NBST,13363
2021-07-12,PMVC,3115
2021-07-12,PUCK,32241
2021-07-12,SLAMF,453
2021-07-13,ACIC,70643
2021-07-13,ASPL,286621
2021-07-13,BLUAF,1885
2021-07-13,CSTAF,39
2021-07-13,MAQC,2
2021-07-13,NBST,101252
2021-07-13,PMVC,4601
2021-07-13,PUCK,29432
2021-07-13,SLAMF,123414
2021-07-14,ACIC,67345
2021-07-14,ASPL,6955915
2021-07-14,BLUAF,18500
2021-07-14,CSTAF,95
2021-07-14,MAQC,35824
2021-07-14,NBST,305955
2021-07-14,PMVC,58872
2021-07-14,PUCK,35328
2021-07-14,SLAMF,1859248
2021-07-15,ACIC,118059
2021-07-15,ASPL,2162474
2021-07-15,BLUAF,0
2021-07-15,CSTAF,105
2021-07-15,MAQC,2979
2021-07-15,NBST,25250
2021-07-15,PMVC,8116
2021-07-15,PUCK,2380
2021-07-15,SLAMF,215456
2021-07-16,ACIC,71944
2021-07-16,ASPL,1863101
2021-07-16,BLUAF,0
2021-07-16,CSTAF,101
2021-07-16,MAQC,171
2021-07-16,NBST,4102
2021-07-16,PMVC,3744
2021-07-16,PUCK,18889
2021-07-16,SLAMF,426783
2021-07-19,ACIC,160108
2021-07-19,ASPL,1685106
2021-07-19,BLUAF,375
2021-07-19,CSTAF,11517
2021-07-19,MAQC,691706
2021-07-19,NBST,12129
2021-07-19,PMVC,22116
2021-07-19,PUCK,85586
2021-07-19,SLAMF,200808
2021-07-20,ACIC,105719
2021-07-20,ASPL,2647342
2021-07-20,BLUAF,150785
2021-07-20,CSTAF,11793
2021-07-20,MAQC,133598
2021-07-20,NBST,10350
2021-07-20,PMVC,4836
2021-07-20,PUCK,559
2021-07-20,SLAMF,286898
